gene,age,caste,Dataset S5: A list of honey bee OGS3.2 genes highlighting taxonomic status and caste expression status.,,,,,
GB40934,Insecta,NDEG,,,,,,
GB40935,Insecta,NA,,,,,,
GB40937,Insecta,NA,,,,,,
GB40938,Insecta,NA,,,,,,
GB40939,Insecta,NA,,,,,,
GB40941,Insecta,NA,,,,,,
GB40942,NA,NA,,,,,,
GB40944,Insecta,NDEG,,,,,,
GB40945,Insecta,Q,,,,,,
GB40946,Insecta,NDEG,,,,,,
GB40948,Insecta,NA,,,,,,
GB40949,Insecta,NA,,,,,,
GB40950,NA,NA,,,,,,
GB40952,NA,NA,,,,,,
GB40953,NA,NA,,,,,,
GB40955,Insecta,NDEG,,,,,,
GB40958,NA,NA,,,,,,
GB40959,NA,NA,,,,,,
GB40960,Insecta,NA,,,,,,
GB40961,NA,NA,,,,,,
GB40963,Insecta,NA,,,,,,
GB40964,NA,NA,,,,,,
GB40966,Apoidea,NA,,,,,,
GB40967,Insecta,NA,,,,,,
GB40968,Hymenoptera,NA,,,,,,
GB40969,Insecta,NA,,,,,,
GB40970,NA,NA,,,,,,
GB40972,Hymenoptera,NA,,,,,,
GB40973,Insecta,NA,,,,,,
GB40975,Insecta,NA,,,,,,
GB40976,Insecta,NDEG,,,,,,
GB40977,Insecta,NDEG,,,,,,
GB40978,Insecta,NDEG,,,,,,
GB40979,NA,NA,,,,,,
GB40980,Insecta,NA,,,,,,
GB40983,Insecta,NA,,,,,,
GB40984,Insecta,NA,,,,,,
GB40986,Insecta,NA,,,,,,
GB40993,Insecta,NA,,,,,,
GB40994,Insecta,NA,,,,,,
GB40996,Insecta,NA,,,,,,
GB40997,Insecta,W,,,,,,
GB40998,Hymenoptera,NA,,,,,,
GB40999,Insecta,NA,,,,,,
GB41000,Hymenoptera,NA,,,,,,
GB41001,NA,NA,,,,,,
GB41002,Insecta,NA,,,,,,
GB41003,Hymenoptera,NA,,,,,,
GB41005,NA,NA,,,,,,
GB41010,Hymenoptera,NA,,,,,,
GB41018,Insecta,NA,,,,,,
GB41024,Insecta,NA,,,,,,
GB41025,Insecta,NDEG,,,,,,
GB41026,Apis,NA,,,,,,
GB41027,Insecta,NDEG,,,,,,
GB41028,Insecta,NDEG,,,,,,
GB41029,Insecta,NA,,,,,,
GB41030,Insecta,NDEG,,,,,,
GB41031,Insecta,NA,,,,,,
GB41032,Insecta,NA,,,,,,
GB41033,Insecta,NA,,,,,,
GB41034,Apoidea,NA,,,,,,
GB41035,Insecta,NA,,,,,,
GB41036,Insecta,NA,,,,,,
GB41037,Insecta,NA,,,,,,
GB41038,Hymenoptera,NDEG,,,,,,
GB41039,Insecta,NDEG,,,,,,
GB41041,NA,NA,,,,,,
GB41042,Insecta,NA,,,,,,
GB41043,Insecta,NA,,,,,,
GB41045,Insecta,NA,,,,,,
GB41046,Insecta,NA,,,,,,
GB41047,Insecta,NA,,,,,,
GB41048,Hymenoptera,NA,,,,,,
GB41049,Hymenoptera,NA,,,,,,
GB41050,Hymenoptera,NA,,,,,,
GB41051,NA,NA,,,,,,
GB41052,Insecta,NA,,,,,,
GB41053,NA,NA,,,,,,
GB41056,Insecta,NA,,,,,,
GB41059,NA,NA,,,,,,
GB41060,NA,NA,,,,,,
GB41063,Insecta,NA,,,,,,
GB41064,NA,NA,,,,,,
GB41065,Insecta,NA,,,,,,
GB41066,Hymenoptera,NA,,,,,,
GB41067,Insecta,NA,,,,,,
GB41068,Insecta,NA,,,,,,
GB41069,Insecta,NDEG,,,,,,
GB41070,NA,NA,,,,,,
GB41073,Insecta,NA,,,,,,
GB41074,Insecta,NA,,,,,,
GB41075,Insecta,NA,,,,,,
GB41076,Insecta,NA,,,,,,
GB41078,Insecta,NA,,,,,,
GB41079,Insecta,NA,,,,,,
GB41080,Insecta,NDEG,,,,,,
GB41082,Insecta,NA,,,,,,
GB41083,Insecta,NA,,,,,,
GB41084,Insecta,NA,,,,,,
GB41085,Insecta,NA,,,,,,
GB41093,Hymenoptera,NA,,,,,,
GB41094,Insecta,NA,,,,,,
GB41095,NA,NA,,,,,,
GB41096,Hymenoptera,NA,,,,,,
GB41097,Insecta,NA,,,,,,
GB41115,Insecta,NA,,,,,,
GB41117,Insecta,NA,,,,,,
GB41118,Insecta,NA,,,,,,
GB41119,Insecta,NA,,,,,,
GB41121,Insecta,NA,,,,,,
GB41122,Insecta,NA,,,,,,
GB41123,Hymenoptera,NA,,,,,,
GB41126,Hymenoptera,NDEG,,,,,,
GB41127,Insecta,NA,,,,,,
GB41128,Insecta,NA,,,,,,
GB41129,Insecta,NDEG,,,,,,
GB41130,NA,NA,,,,,,
GB41131,Insecta,NDEG,,,,,,
GB41132,Hymenoptera,NA,,,,,,
GB41133,Hymenoptera,NA,,,,,,
GB41134,Insecta,NA,,,,,,
GB41135,Insecta,NA,,,,,,
GB41136,Insecta,NA,,,,,,
GB41137,Insecta,NA,,,,,,
GB41138,Insecta,NA,,,,,,
GB41139,Insecta,NDEG,,,,,,
GB41140,Insecta,NA,,,,,,
GB41141,Insecta,NA,,,,,,
GB41142,Insecta,NA,,,,,,
GB41143,Insecta,NDEG,,,,,,
GB41145,NA,NA,,,,,,
GB41146,Insecta,NA,,,,,,
GB41147,Insecta,NDEG,,,,,,
GB41148,Insecta,NA,,,,,,
GB41149,Hymenoptera,NA,,,,,,
GB41150,Insecta,NDEG,,,,,,
GB41151,Insecta,NDEG,,,,,,
GB41152,Insecta,NA,,,,,,
GB41153,Insecta,NA,,,,,,
GB41154,Insecta,NDEG,,,,,,
GB41156,Insecta,NDEG,,,,,,
GB41157,Insecta,NA,,,,,,
GB41158,Insecta,NA,,,,,,
GB41159,Insecta,NA,,,,,,
GB41160,Insecta,NA,,,,,,
GB41161,Insecta,NA,,,,,,
GB41162,Insecta,NA,,,,,,
GB41163,Insecta,NA,,,,,,
GB41164,Insecta,NA,,,,,,
GB41165,Insecta,NA,,,,,,
GB41167,Insecta,NA,,,,,,
GB41168,Insecta,NA,,,,,,
GB41169,Insecta,NA,,,,,,
GB41170,NA,NA,,,,,,
GB41171,Insecta,NA,,,,,,
GB41172,Insecta,NA,,,,,,
GB41173,Hymenoptera,NA,,,,,,
GB41174,Insecta,NA,,,,,,
GB41175,Insecta,NA,,,,,,
GB41176,Insecta,NA,,,,,,
GB41177,Insecta,NA,,,,,,
GB41178,Insecta,NA,,,,,,
GB41179,Hymenoptera,NA,,,,,,
GB41180,Insecta,NA,,,,,,
GB41181,Insecta,NA,,,,,,
GB41182,Insecta,NA,,,,,,
GB41183,Insecta,NA,,,,,,
GB41184,Insecta,NA,,,,,,
GB41188,Insecta,NDEG,,,,,,
GB41189,Insecta,NA,,,,,,
GB41191,Insecta,NA,,,,,,
GB41192,Insecta,NA,,,,,,
GB41193,Insecta,NA,,,,,,
GB41195,Insecta,NA,,,,,,
GB41196,Insecta,NA,,,,,,
GB41197,Hymenoptera,NA,,,,,,
GB41198,Insecta,NA,,,,,,
GB41199,Insecta,NA,,,,,,
GB41201,NA,NA,,,,,,
GB41202,Insecta,NA,,,,,,
GB41203,Insecta,NDEG,,,,,,
GB41204,Insecta,NA,,,,,,
GB41205,Insecta,NA,,,,,,
GB41206,Insecta,NA,,,,,,
GB41207,Insecta,NDEG,,,,,,
GB41208,Insecta,NA,,,,,,
GB41209,NA,NA,,,,,,
GB41210,Insecta,NA,,,,,,
GB41211,Insecta,NDEG,,,,,,
GB41212,Hymenoptera,NDEG,,,,,,
GB41213,Insecta,NA,,,,,,
GB41214,Insecta,NA,,,,,,
GB41215,Insecta,NDEG,,,,,,
GB41217,NA,NA,,,,,,
GB41220,Insecta,NA,,,,,,
GB41222,Insecta,NA,,,,,,
GB41223,NA,NA,,,,,,
GB41224,Insecta,NA,,,,,,
GB41225,Insecta,NDEG,,,,,,
GB41226,Hymenoptera,NA,,,,,,
GB41227,Insecta,NA,,,,,,
GB41228,NA,NA,,,,,,
GB41230,Insecta,NA,,,,,,
GB41231,Insecta,NA,,,,,,
GB41232,Insecta,NA,,,,,,
GB41233,Insecta,NA,,,,,,
GB41234,Insecta,NA,,,,,,
GB41235,Hymenoptera,NA,,,,,,
GB41236,Hymenoptera,NA,,,,,,
GB41237,NA,NA,,,,,,
GB41238,NA,NA,,,,,,
GB41239,Insecta,NDEG,,,,,,
GB41240,Insecta,NDEG,,,,,,
GB41241,Insecta,NA,,,,,,
GB41242,Insecta,NDEG,,,,,,
GB41243,Insecta,NA,,,,,,
GB41244,Insecta,NA,,,,,,
GB41246,Hymenoptera,NA,,,,,,
GB41248,NA,NA,,,,,,
GB41249,Hymenoptera,NA,,,,,,
GB41250,Insecta,NA,,,,,,
GB41252,Insecta,NA,,,,,,
GB41254,NA,NA,,,,,,
GB41255,Insecta,NA,,,,,,
GB41257,Insecta,NA,,,,,,
GB41258,Insecta,NA,,,,,,
GB41259,Insecta,NA,,,,,,
GB41260,Hymenoptera,NA,,,,,,
GB41261,Hymenoptera,NA,,,,,,
GB41262,Hymenoptera,NA,,,,,,
GB41263,Insecta,NA,,,,,,
GB41264,Insecta,NA,,,,,,
GB41265,Insecta,NA,,,,,,
GB41266,Insecta,NA,,,,,,
GB41267,Insecta,NA,,,,,,
GB41268,NA,NA,,,,,,
GB41269,NA,NA,,,,,,
GB41270,Insecta,NA,,,,,,
GB41280,Insecta,NA,,,,,,
GB41281,Hymenoptera,NA,,,,,,
GB41282,Insecta,NA,,,,,,
GB41283,Insecta,NA,,,,,,
GB41284,Insecta,NA,,,,,,
GB41285,Insecta,NA,,,,,,
GB41287,Insecta,NA,,,,,,
GB41288,Insecta,NA,,,,,,
GB41289,Insecta,NA,,,,,,
GB41290,Hymenoptera,NA,,,,,,
GB41291,Insecta,NA,,,,,,
GB41292,Insecta,NA,,,,,,
GB41293,Insecta,NA,,,,,,
GB41294,Insecta,NA,,,,,,
GB41295,Insecta,NA,,,,,,
GB41296,Hymenoptera,NA,,,,,,
GB41297,Insecta,NA,,,,,,
GB41300,Insecta,NA,,,,,,
GB41301,Insecta,NDEG,,,,,,
GB41302,Hymenoptera,NDEG,,,,,,
GB41304,Insecta,NDEG,,,,,,
GB41305,Insecta,NA,,,,,,
GB41310,Insecta,NA,,,,,,
GB41311,Insecta,NA,,,,,,
GB41312,Hymenoptera,NA,,,,,,
GB41313,Insecta,NA,,,,,,
GB41314,Insecta,NA,,,,,,
GB41315,Hymenoptera,NA,,,,,,
GB41316,Apoidea,NA,,,,,,
GB41317,Insecta,NA,,,,,,
GB41318,NA,NA,,,,,,
GB41319,NA,NA,,,,,,
GB41320,Insecta,NA,,,,,,
GB41321,NA,NA,,,,,,
GB41324,NA,NA,,,,,,
GB41325,NA,NA,,,,,,
GB41326,Apoidea,NDEG,,,,,,
GB41329,NA,NA,,,,,,
GB41330,Insecta,NA,,,,,,
GB41331,NA,NA,,,,,,
GB41332,Insecta,W,,,,,,
GB41333,Insecta,NA,,,,,,
GB41334,Insecta,NA,,,,,,
GB41335,Insecta,NA,,,,,,
GB41336,Insecta,NA,,,,,,
GB41337,Hymenoptera,NA,,,,,,
GB41338,Insecta,NDEG,,,,,,
GB41339,Apoidea,NDEG,,,,,,
GB41340,Insecta,NA,,,,,,
GB41341,Insecta,NA,,,,,,
GB41342,Insecta,NA,,,,,,
GB41343,Insecta,NDEG,,,,,,
GB41344,Hymenoptera,NA,,,,,,
GB41345,Insecta,NDEG,,,,,,
GB41346,Insecta,NA,,,,,,
GB41347,Insecta,NA,,,,,,
GB41352,Insecta,NA,,,,,,
GB41353,NA,NA,,,,,,
GB41354,NA,NA,,,,,,
GB41356,Insecta,NA,,,,,,
GB41358,Insecta,NDEG,,,,,,
GB41359,Insecta,NA,,,,,,
GB41360,Insecta,NA,,,,,,
GB41361,Insecta,NA,,,,,,
GB41362,Insecta,NDEG,,,,,,
GB41363,Insecta,W,,,,,,
GB41364,Insecta,NA,,,,,,
GB41366,Hymenoptera,NA,,,,,,
GB41367,Insecta,NA,,,,,,
GB41368,Insecta,NA,,,,,,
GB41369,Insecta,NA,,,,,,
GB41372,Insecta,NA,,,,,,
GB41373,Insecta,NA,,,,,,
GB41374,Hymenoptera,NA,,,,,,
GB41376,Insecta,NDEG,,,,,,
GB41377,NA,NA,,,,,,
GB41378,Insecta,NA,,,,,,
GB41385,NA,NA,,,,,,
GB41386,Insecta,NDEG,,,,,,
GB41388,Insecta,NA,,,,,,
GB41389,Hymenoptera,NA,,,,,,
GB41390,Insecta,NDEG,,,,,,
GB41391,Insecta,NA,,,,,,
GB41392,Insecta,NDEG,,,,,,
GB41395,NA,NA,,,,,,
GB41396,NA,NA,,,,,,
GB41397,Insecta,NA,,,,,,
GB41398,Insecta,NA,,,,,,
GB41399,Insecta,NA,,,,,,
GB41400,Hymenoptera,NA,,,,,,
GB41401,Insecta,NA,,,,,,
GB41402,NA,NA,,,,,,
GB41403,Insecta,NA,,,,,,
GB41405,Hymenoptera,NA,,,,,,
GB41406,Insecta,NA,,,,,,
GB41407,Insecta,NA,,,,,,
GB41408,Insecta,NA,,,,,,
GB41409,Insecta,NA,,,,,,
GB41410,Insecta,NA,,,,,,
GB41411,Insecta,NA,,,,,,
GB41412,Insecta,NA,,,,,,
GB41413,Insecta,Q,,,,,,
GB41414,Insecta,NA,,,,,,
GB41415,NA,NA,,,,,,
GB41417,Insecta,NA,,,,,,
GB41418,Hymenoptera,NDEG,,,,,,
GB41419,Insecta,NA,,,,,,
GB41420,NA,NA,,,,,,
GB41421,NA,NA,,,,,,
GB41422,Insecta,NA,,,,,,
GB41423,Insecta,NA,,,,,,
GB41424,Insecta,NA,,,,,,
GB41425,Insecta,NA,,,,,,
GB41426,NA,NA,,,,,,
GB41427,Insecta,W,,,,,,
GB41428,Hymenoptera,NA,,,,,,
GB41430,Insecta,NA,,,,,,
GB41431,NA,NA,,,,,,
GB41432,NA,NA,,,,,,
GB41433,NA,NA,,,,,,
GB41434,NA,NA,,,,,,
GB41435,NA,NA,,,,,,
GB41436,NA,NA,,,,,,
GB41437,NA,NA,,,,,,
GB41439,Insecta,NA,,,,,,
GB41442,Insecta,NDEG,,,,,,
GB41443,Hymenoptera,NA,,,,,,
GB41444,Insecta,NA,,,,,,
GB41445,Insecta,NA,,,,,,
GB41446,Insecta,NDEG,,,,,,
GB41447,Insecta,NA,,,,,,
GB41448,Insecta,NA,,,,,,
GB41449,Insecta,NA,,,,,,
GB41450,Insecta,NA,,,,,,
GB41451,Insecta,NA,,,,,,
GB41452,Insecta,NDEG,,,,,,
GB41453,Insecta,NA,,,,,,
GB41454,Insecta,NDEG,,,,,,
GB41455,Insecta,NDEG,,,,,,
GB41457,NA,NA,,,,,,
GB41458,NA,NA,,,,,,
GB41459,Insecta,NA,,,,,,
GB41460,NA,NA,,,,,,
GB41461,NA,NA,,,,,,
GB41462,NA,NA,,,,,,
GB41463,Insecta,NA,,,,,,
GB41464,Insecta,NA,,,,,,
GB41465,Insecta,NDEG,,,,,,
GB41466,Insecta,NA,,,,,,
GB41467,Insecta,NA,,,,,,
GB41469,Insecta,NA,,,,,,
GB41470,Insecta,NA,,,,,,
GB41472,Insecta,NA,,,,,,
GB41475,NA,NA,,,,,,
GB41476,NA,NA,,,,,,
GB41478,NA,NA,,,,,,
GB41479,NA,NA,,,,,,
GB41480,NA,NA,,,,,,
GB41481,NA,NA,,,,,,
GB41484,Insecta,NA,,,,,,
GB41485,Insecta,NA,,,,,,
GB41486,Insecta,NA,,,,,,
GB41487,Insecta,NA,,,,,,
GB41488,Insecta,NA,,,,,,
GB41489,Insecta,NA,,,,,,
GB41490,Insecta,NA,,,,,,
GB41491,Insecta,NA,,,,,,
GB41492,Insecta,NA,,,,,,
GB41493,Hymenoptera,NA,,,,,,
GB41494,Insecta,NA,,,,,,
GB41495,Insecta,NDEG,,,,,,
GB41497,NA,NA,,,,,,
GB41499,Insecta,NA,,,,,,
GB41502,NA,NA,,,,,,
GB41503,NA,NA,,,,,,
GB41505,Insecta,NA,,,,,,
GB41506,NA,NA,,,,,,
GB41507,Insecta,NA,,,,,,
GB41508,NA,NA,,,,,,
GB41510,Insecta,NA,,,,,,
GB41513,Hymenoptera,NA,,,,,,
GB41514,NA,NA,,,,,,
GB41516,Insecta,NA,,,,,,
GB41517,Insecta,NA,,,,,,
GB41519,Insecta,NDEG,,,,,,
GB41520,Insecta,NA,,,,,,
GB41521,Insecta,NA,,,,,,
GB41522,Insecta,NA,,,,,,
GB41523,Insecta,NA,,,,,,
GB41524,NA,NA,,,,,,
GB41525,Insecta,NA,,,,,,
GB41527,NA,NA,,,,,,
GB41540,Hymenoptera,NA,,,,,,
GB41541,NA,NA,,,,,,
GB41542,NA,NA,,,,,,
GB41543,Insecta,NA,,,,,,
GB41544,Insecta,NA,,,,,,
GB41545,Insecta,NA,,,,,,
GB41546,NA,NA,,,,,,
GB41547,Insecta,NDEG,,,,,,
GB41549,Insecta,NA,,,,,,
GB41550,NA,NA,,,,,,
GB41552,Insecta,NDEG,,,,,,
GB41553,Insecta,NDEG,,,,,,
GB41556,NA,NA,,,,,,
GB41557,NA,NA,,,,,,
GB41558,NA,NA,,,,,,
GB41559,NA,NA,,,,,,
GB41560,Hymenoptera,NA,,,,,,
GB41562,Insecta,NA,,,,,,
GB41563,NA,NA,,,,,,
GB41564,Hymenoptera,NA,,,,,,
GB41565,NA,NA,,,,,,
GB41567,NA,NA,,,,,,
GB41568,Insecta,NA,,,,,,
GB41569,Insecta,NDEG,,,,,,
GB41575,NA,NA,,,,,,
GB41576,NA,NA,,,,,,
GB41580,Insecta,NA,,,,,,
GB41581,NA,NA,,,,,,
GB41584,Insecta,NA,,,,,,
GB41589,Insecta,NA,,,,,,
GB41590,Insecta,NA,,,,,,
GB41591,Insecta,NDEG,,,,,,
GB41592,Insecta,NA,,,,,,
GB41598,Insecta,NA,,,,,,
GB41599,Hymenoptera,NA,,,,,,
GB41600,Insecta,NA,,,,,,
GB41601,Insecta,NA,,,,,,
GB41602,Insecta,NDEG,,,,,,
GB41603,Insecta,Q,,,,,,
GB41604,Insecta,NDEG,,,,,,
GB41606,Insecta,NA,,,,,,
GB41607,Insecta,NA,,,,,,
GB41608,Insecta,NA,,,,,,
GB41609,Insecta,NA,,,,,,
GB41610,Insecta,NA,,,,,,
GB41611,NA,NA,,,,,,
GB41613,NA,NA,,,,,,
GB41615,NA,NA,,,,,,
GB41616,Insecta,NA,,,,,,
GB41617,Insecta,NDEG,,,,,,
GB41618,Insecta,NA,,,,,,
GB41619,Hymenoptera,NA,,,,,,
GB41620,NA,NA,,,,,,
GB41621,Insecta,NA,,,,,,
GB41622,Insecta,NA,,,,,,
GB41623,Insecta,NA,,,,,,
GB41624,Insecta,NA,,,,,,
GB41625,Insecta,NA,,,,,,
GB41626,Hymenoptera,NA,,,,,,
GB41627,Insecta,NA,,,,,,
GB41628,Insecta,NA,,,,,,
GB41629,Insecta,NA,,,,,,
GB41630,Hymenoptera,NA,,,,,,
GB41631,Insecta,NA,,,,,,
GB41632,Insecta,NA,,,,,,
GB41633,Insecta,NA,,,,,,
GB41634,Insecta,NA,,,,,,
GB41635,Hymenoptera,NA,,,,,,
GB41636,NA,NA,,,,,,
GB41637,Apoidea,NA,,,,,,
GB41638,Hymenoptera,NA,,,,,,
GB41639,Insecta,NA,,,,,,
GB41640,Insecta,NA,,,,,,
GB41641,Insecta,NA,,,,,,
GB41642,Hymenoptera,NA,,,,,,
GB41643,Insecta,NA,,,,,,
GB41645,Insecta,NA,,,,,,
GB41646,Insecta,NA,,,,,,
GB41647,Insecta,NA,,,,,,
GB41648,Insecta,NA,,,,,,
GB41649,Insecta,NA,,,,,,
GB41650,Insecta,NA,,,,,,
GB41651,Insecta,NDEG,,,,,,
GB41652,NA,NA,,,,,,
GB41653,Insecta,NDEG,,,,,,
GB41654,Insecta,NA,,,,,,
GB41656,Insecta,NA,,,,,,
GB41657,Insecta,NA,,,,,,
GB41658,Hymenoptera,NA,,,,,,
GB41659,Insecta,NA,,,,,,
GB41660,Insecta,NA,,,,,,
GB41661,Insecta,NA,,,,,,
GB41662,Insecta,NA,,,,,,
GB41663,Insecta,NA,,,,,,
GB41664,Insecta,NA,,,,,,
GB41665,Hymenoptera,NA,,,,,,
GB41667,Insecta,NA,,,,,,
GB41668,Insecta,NA,,,,,,
GB41669,Insecta,NA,,,,,,
GB41670,Insecta,NA,,,,,,
GB41671,Insecta,NA,,,,,,
GB41672,Insecta,NA,,,,,,
GB41673,NA,NA,,,,,,
GB41674,Insecta,NDEG,,,,,,
GB41676,NA,NA,,,,,,
GB41677,Insecta,NDEG,,,,,,
GB41679,Insecta,NA,,,,,,
GB41680,Insecta,NA,,,,,,
GB41681,Insecta,NA,,,,,,
GB41684,Insecta,NA,,,,,,
GB41686,Insecta,NA,,,,,,
GB41688,Insecta,NA,,,,,,
GB41689,Insecta,NA,,,,,,
GB41690,Insecta,NA,,,,,,
GB41691,Insecta,NA,,,,,,
GB41692,Insecta,NA,,,,,,
GB41693,Insecta,NA,,,,,,
GB41694,Insecta,NA,,,,,,
GB41695,Insecta,NA,,,,,,
GB41697,Insecta,NA,,,,,,
GB41698,Hymenoptera,NA,,,,,,
GB41699,Hymenoptera,NA,,,,,,
GB41700,Insecta,NA,,,,,,
GB41701,Insecta,NDEG,,,,,,
GB41703,Hymenoptera,NA,,,,,,
GB41704,Insecta,NA,,,,,,
GB41706,NA,NA,,,,,,
GB41707,Insecta,NDEG,,,,,,
GB41708,Insecta,NA,,,,,,
GB41710,Insecta,NA,,,,,,
GB41711,Insecta,NA,,,,,,
GB41712,Hymenoptera,NA,,,,,,
GB41713,Insecta,NA,,,,,,
GB41714,Insecta,NA,,,,,,
GB41715,Insecta,NDEG,,,,,,
GB41716,Insecta,NA,,,,,,
GB41718,Insecta,NA,,,,,,
GB41719,Insecta,NA,,,,,,
GB41720,Insecta,NA,,,,,,
GB41721,Insecta,NA,,,,,,
GB41722,Hymenoptera,NA,,,,,,
GB41723,Insecta,NA,,,,,,
GB41724,Insecta,NDEG,,,,,,
GB41726,Hymenoptera,NA,,,,,,
GB41727,Insecta,NA,,,,,,
GB41730,Hymenoptera,NA,,,,,,
GB41731,Insecta,NA,,,,,,
GB41732,Insecta,NDEG,,,,,,
GB41733,Insecta,NA,,,,,,
GB41734,Insecta,NA,,,,,,
GB41735,Insecta,NA,,,,,,
GB41736,Hymenoptera,NA,,,,,,
GB41737,Insecta,NA,,,,,,
GB41738,Insecta,NA,,,,,,
GB41739,Hymenoptera,NDEG,,,,,,
GB41740,Insecta,NA,,,,,,
GB41741,Insecta,NDEG,,,,,,
GB41742,Insecta,NA,,,,,,
GB41743,Apoidea,NA,,,,,,
GB41744,Insecta,NA,,,,,,
GB41745,Insecta,NA,,,,,,
GB41746,Insecta,NA,,,,,,
GB41747,Insecta,NA,,,,,,
GB41748,NA,NA,,,,,,
GB41749,Insecta,NA,,,,,,
GB41750,NA,NA,,,,,,
GB41751,Insecta,NA,,,,,,
GB41753,Insecta,NA,,,,,,
GB41754,Insecta,NA,,,,,,
GB41755,Insecta,NA,,,,,,
GB41756,Insecta,NA,,,,,,
GB41757,Insecta,NA,,,,,,
GB41758,Insecta,NDEG,,,,,,
GB41759,Insecta,NA,,,,,,
GB41760,Insecta,NA,,,,,,
GB41761,Insecta,NA,,,,,,
GB41763,NA,NA,,,,,,
GB41765,NA,NA,,,,,,
GB41766,NA,NA,,,,,,
GB41768,Insecta,NA,,,,,,
GB41769,Insecta,NA,,,,,,
GB41770,Insecta,NA,,,,,,
GB41771,Insecta,NA,,,,,,
GB41772,Hymenoptera,NA,,,,,,
GB41773,Hymenoptera,NA,,,,,,
GB41774,Insecta,NA,,,,,,
GB41775,Insecta,NA,,,,,,
GB41776,NA,NA,,,,,,
GB41777,NA,NA,,,,,,
GB41778,Insecta,Q,,,,,,
GB41779,Insecta,NA,,,,,,
GB41780,Hymenoptera,NA,,,,,,
GB41781,Insecta,NDEG,,,,,,
GB41782,Insecta,NA,,,,,,
GB41783,Insecta,NA,,,,,,
GB41784,NA,NA,,,,,,
GB41785,Insecta,NA,,,,,,
GB41786,Hymenoptera,NA,,,,,,
GB41787,NA,NA,,,,,,
GB41788,Insecta,NA,,,,,,
GB41792,Insecta,NA,,,,,,
GB41793,Insecta,NDEG,,,,,,
GB41794,Insecta,NA,,,,,,
GB41795,Insecta,NA,,,,,,
GB41796,Insecta,NA,,,,,,
GB41797,Insecta,NDEG,,,,,,
GB41798,Insecta,NDEG,,,,,,
GB41799,NA,NA,,,,,,
GB41800,Insecta,NA,,,,,,
GB41801,Insecta,NA,,,,,,
GB41802,Hymenoptera,NA,,,,,,
GB41803,Insecta,NA,,,,,,
GB41804,Insecta,NA,,,,,,
GB41806,Insecta,Q,,,,,,
GB41807,Insecta,NA,,,,,,
GB41808,Insecta,NA,,,,,,
GB41809,Insecta,NA,,,,,,
GB41810,Insecta,NA,,,,,,
GB41811,Insecta,NA,,,,,,
GB41813,NA,NA,,,,,,
GB41815,Insecta,NA,,,,,,
GB41818,Insecta,NA,,,,,,
GB41821,Insecta,NDEG,,,,,,
GB41822,Insecta,NA,,,,,,
GB41823,Insecta,NA,,,,,,
GB41824,Insecta,NA,,,,,,
GB41825,Insecta,NA,,,,,,
GB41827,Insecta,NA,,,,,,
GB41829,Insecta,NA,,,,,,
GB41831,Insecta,NA,,,,,,
GB41834,Insecta,NA,,,,,,
GB41835,Insecta,NA,,,,,,
GB41836,Insecta,NDEG,,,,,,
GB41837,Apis,NA,,,,,,
GB41838,Apoidea,NA,,,,,,
GB41839,Insecta,NA,,,,,,
GB41840,Insecta,NA,,,,,,
GB41841,Insecta,NA,,,,,,
GB41842,Insecta,NA,,,,,,
GB41843,Insecta,NDEG,,,,,,
GB41844,Insecta,NA,,,,,,
GB41845,Insecta,NA,,,,,,
GB41846,Insecta,NDEG,,,,,,
GB41847,Insecta,NA,,,,,,
GB41848,Insecta,NA,,,,,,
GB41849,Insecta,NA,,,,,,
GB41850,Insecta,NA,,,,,,
GB41851,Apoidea,NA,,,,,,
GB41852,Insecta,NDEG,,,,,,
GB41853,NA,NA,,,,,,
GB41854,NA,NA,,,,,,
GB41855,Insecta,NA,,,,,,
GB41856,Insecta,W,,,,,,
GB41857,Insecta,NDEG,,,,,,
GB41858,Insecta,NA,,,,,,
GB41859,Insecta,NA,,,,,,
GB41860,Insecta,NA,,,,,,
GB41861,Apoidea,NA,,,,,,
GB41862,Insecta,NA,,,,,,
GB41863,Insecta,NA,,,,,,
GB41864,Insecta,NA,,,,,,
GB41865,Insecta,NA,,,,,,
GB41866,Insecta,NA,,,,,,
GB41867,Insecta,NDEG,,,,,,
GB41869,Insecta,NDEG,,,,,,
GB41871,Insecta,NA,,,,,,
GB41872,Insecta,NA,,,,,,
GB41873,Insecta,NA,,,,,,
GB41874,Insecta,NDEG,,,,,,
GB41875,Insecta,NA,,,,,,
GB41876,Insecta,NA,,,,,,
GB41877,Insecta,NA,,,,,,
GB41878,Insecta,NA,,,,,,
GB41881,Insecta,NA,,,,,,
GB41882,Insecta,NA,,,,,,
GB41883,Insecta,NA,,,,,,
GB41884,Insecta,NA,,,,,,
GB41886,Insecta,NDEG,,,,,,
GB41888,Insecta,NA,,,,,,
GB41889,Insecta,NDEG,,,,,,
GB41890,Insecta,NA,,,,,,
GB41891,Insecta,NA,,,,,,
GB41893,Hymenoptera,NA,,,,,,
GB41894,Insecta,NA,,,,,,
GB41895,Hymenoptera,NA,,,,,,
GB41896,Insecta,NA,,,,,,
GB41897,Insecta,NA,,,,,,
GB41898,Insecta,NA,,,,,,
GB41899,NA,NA,,,,,,
GB41900,Insecta,NA,,,,,,
GB41901,Insecta,NA,,,,,,
GB41902,Insecta,NA,,,,,,
GB41904,Insecta,NA,,,,,,
