bt,am,evalue
XP_003393817.1,XP_003393817.1,2e-92
XP_003393818.1,XP_003393818.1,7e-94
XP_003393819.1,XP_003393819.1,0.0
XP_003393820.1,XP_003393820.1,0.0
XP_003393823.1,XP_003393823.1,6e-167
XP_003393824.1,XP_012175058.1,0.0
XP_003393825.1,XP_012175089.1,0.0
XP_003393826.1,XP_003393826.1,0.0
XP_003393827.2,XP_003393827.2,0.0
XP_003393829.2,XP_003393829.2,7e-140
XP_003393830.1,XP_012175105.1,0.0
XP_003393832.2,XP_003393832.2,0.0
XP_003393833.1,XP_003393833.1,0.0
XP_003393834.1,XP_003393834.1,0.0
XP_003393836.1,XP_012175193.1,0.0
XP_003393837.1,XP_003393837.1,0.0
XP_003393838.1,XP_003393838.1,2e-149
XP_003393839.1,XP_003393839.1,0.0
XP_003393840.1,XP_003393840.1,0.0
XP_003393841.1,XP_003393841.1,0.0
XP_003393842.1,XP_003393842.1,0.0
XP_003393843.1,XP_003393843.1,0.0
XP_003393845.1,XP_003393845.1,0.0
XP_003393846.1,XP_003393846.1,0.0
XP_003393847.1,XP_003393847.1,0.0
XP_003393848.1,XP_012175298.1,0.0
XP_003393851.1,XP_003393851.1,9e-131
XP_003393852.1,XP_003393852.1,1e-140
XP_003393855.1,XP_012175339.1,0.0
XP_003393856.1,XP_003393856.1,1e-75
XP_003393861.1,XP_012175486.1,0.0
XP_003393863.1,XP_003393863.1,0.0
XP_003393865.1,XP_003393865.1,0.0
XP_003393866.1,XP_003393866.1,0.0
XP_003393867.1,XP_003393867.1,0.0
XP_003393868.1,XP_003393868.1,0.0
XP_003393869.1,XP_003393869.1,0.0
XP_003393871.1,XP_003393871.1,0.0
XP_003393873.1,XP_003393873.1,0.0
XP_003393875.1,XP_012175561.1,3e-112
XP_003393876.1,XP_003393876.1,0.0
XP_003393878.1,XP_003393878.1,0.0
XP_003393879.1,XP_003393879.1,0.0
XP_003393880.1,XP_003393880.1,0.0
XP_003393881.1,XP_003393881.1,1e-177
XP_003393882.1,XP_012175567.1,0.0
XP_003393885.1,XP_012175571.1,0.0
XP_003393888.1,XP_012175574.1,0.0
XP_003393890.1,XP_003393890.1,0.0
XP_003393891.1,XP_003393891.1,0.0
XP_003393892.1,XP_003393892.1,0.0
XP_003393894.1,XP_003393894.1,0.0
XP_003393895.1,XP_003393895.1,3e-87
XP_003393900.1,XP_003393900.1,0.0
XP_003393901.1,XP_003393901.1,0.0
XP_003393905.1,XP_003393905.1,0.0
XP_003393907.1,XP_003393907.1,0.0
XP_003393910.1,XP_003393910.1,0.0
XP_003393911.1,XP_012173941.1,0.0
XP_003393913.1,XP_003393913.1,0.0
XP_003393916.1,XP_003393916.1,0.0
XP_003393917.1,XP_003393917.1,0.0
XP_003393918.1,XP_003393918.1,0.0
XP_003393920.1,XP_003393920.1,0.0
XP_003393921.1,XP_003393921.1,0.0
XP_003393922.1,XP_003393922.1,0.0
XP_003393925.1,XP_012173919.1,0.0
XP_003393926.1,XP_012175617.1,0.0
XP_003393927.1,XP_012175623.1,1e-160
XP_003393928.1,XP_003393928.1,0.0
XP_003393929.1,XP_012175625.1,0.0
XP_003393930.1,XP_003393930.1,2e-97
XP_003393931.1,XP_012175627.1,0.0
XP_003393934.1,XP_003393934.1,0.0
XP_003393935.1,XP_012175636.1,3e-56
XP_003393938.1,XP_003393938.1,0.0
XP_003393939.1,XP_003393939.1,0.0
XP_003393940.1,XP_003393940.1,0.0
XP_003393941.1,XP_003393941.1,0.0
XP_003393942.1,XP_003393942.1,0.0
XP_003393944.1,XP_003393944.1,0.0
XP_003393945.1,XP_012175650.1,0.0
XP_003393947.1,XP_003393947.1,0.0
XP_003393949.2,XP_003393949.2,0.0
XP_003393950.1,XP_012175659.1,6e-96
XP_003393951.1,XP_012175666.1,0.0
XP_003393955.1,XP_003393955.1,0.0
XP_003393957.2,XP_003393957.2,0.0
XP_003393959.1,XP_012175676.1,2e-128
XP_003393962.2,XP_003393962.2,1e-100
XP_003393963.1,XP_003393963.1,3e-87
XP_003393964.1,XP_003393964.1,0.0
XP_003393967.1,XP_012174098.1,0.0
XP_003393968.1,XP_003393968.1,0.0
XP_003393970.1,XP_003393970.1,5e-102
XP_003393971.1,XP_003393971.1,2e-179
XP_003393975.1,XP_003393975.1,8e-119
XP_003393976.1,XP_003393976.1,6e-101
XP_003393977.2,XP_003393977.2,0.0
XP_003393980.1,XP_012175473.1,0.0
XP_003393987.1,XP_003393987.1,0.0
XP_003393988.2,XP_003393988.2,0.0
XP_003393991.1,XP_003393991.1,0.0
XP_003393992.1,XP_003393992.1,0.0
XP_003393994.1,XP_003393994.1,0.0
XP_003393997.2,XP_003393997.2,0.0
XP_003393998.1,XP_003393998.1,0.0
XP_003393999.1,XP_003393999.1,0.0
XP_003394000.1,XP_003394000.1,0.0
XP_003394001.2,XP_003394001.2,0.0
XP_003394003.1,XP_003394003.1,0.0
XP_003394005.1,XP_003394005.1,0.0
XP_003394006.1,XP_003394006.1,0.0
XP_003394007.1,XP_003394007.1,0.0
XP_003394009.1,XP_003394009.1,0.0
XP_003394010.1,XP_003394010.1,0.0
XP_003394011.1,XP_003394011.1,0.0
XP_003394014.2,XP_003394014.2,3e-47
XP_003394015.2,XP_003394015.2,0.0
XP_003394016.1,XP_012174153.1,0.0
XP_003394019.1,XP_012174219.1,9e-164
XP_003394022.1,XP_003394022.1,0.0
XP_003394023.1,XP_012174252.1,0.0
XP_003394024.1,XP_003394024.1,0.0
XP_003394025.1,XP_003394025.1,0.0
XP_003394026.2,XP_003394026.2,0.0
XP_003394027.1,XP_003394027.1,9e-99
XP_003394028.1,XP_012175724.1,0.0
XP_003394029.1,XP_003394029.1,0.0
XP_003394030.1,XP_003394030.1,0.0
XP_003394031.1,XP_003394031.1,0.0
XP_003394032.1,XP_003394032.1,0.0
XP_003394034.1,XP_003394034.1,1e-103
XP_003394035.1,XP_003394035.1,0.0
XP_003394036.1,XP_003394036.1,0.0
XP_003394037.1,XP_003394037.1,0.0
XP_003394038.1,XP_003394038.1,0.0
XP_003394040.1,XP_003394040.1,0.0
XP_003394041.1,XP_003394041.1,0.0
XP_003394043.1,XP_003394043.1,0.0
XP_003394044.1,XP_012175742.1,0.0
XP_003394045.1,XP_003394045.1,3e-157
XP_003394046.1,XP_003394046.1,1e-86
XP_003394047.1,XP_003394047.1,0.0
XP_003394048.1,XP_003394048.1,0.0
XP_003394050.1,XP_003394050.1,0.0
XP_003394052.1,XP_003394052.1,0.0
XP_003394054.1,XP_012175780.1,0.0
XP_003394055.1,XP_003394055.1,7e-167
XP_003394056.1,XP_003394056.1,0.0
XP_003394057.1,XP_003394057.1,0.0
XP_003394058.1,XP_003394058.1,7e-95
XP_003394060.1,XP_003394060.1,0.0
XP_003394061.1,XP_003394061.1,0.0
XP_003394062.1,XP_003394062.1,0.0
XP_003394063.1,XP_003394063.1,8e-122
XP_003394064.1,XP_012175787.1,0.0
XP_003394066.1,XP_003394066.1,4e-119
XP_003394068.2,XP_003394068.2,0.0
XP_003394069.1,XP_003394069.1,3e-146
XP_003394070.1,XP_003394070.1,2e-178
XP_003394071.1,XP_003394071.1,2e-154
XP_003394074.1,XP_003394074.1,3e-170
XP_003394075.1,XP_012175804.1,0.0
XP_003394076.1,XP_012175806.1,0.0
XP_003394077.1,XP_003394077.1,2e-69
XP_003394078.1,XP_003394078.1,4e-76
XP_003394079.1,XP_003394079.1,4e-121
XP_003394080.1,XP_012175810.1,1e-57
XP_003394081.1,XP_003394081.1,0.0
XP_003394082.1,XP_003394082.1,0.0
XP_003394083.1,XP_003394083.1,0.0
XP_003394087.1,XP_003394087.1,0.0
XP_003394092.1,XP_003394092.1,6e-161
XP_003394093.1,XP_003394093.1,4e-177
XP_003394094.1,XP_003394094.1,0.0
XP_003394095.1,XP_003394095.1,2e-174
XP_003394098.1,XP_003394098.1,0.0
XP_003394099.1,XP_003394099.1,6e-160
XP_003394100.1,XP_003394100.1,1e-114
XP_003394101.1,XP_003394101.1,0.0
XP_003394102.1,XP_003394102.1,7e-119
XP_003394105.1,XP_003394105.1,0.0
XP_003394109.1,XP_003394109.1,0.0
XP_003394110.1,XP_003394110.1,0.0
XP_003394112.1,XP_003394112.1,0.0
XP_003394113.1,XP_003394113.1,0.0
XP_003394114.1,XP_012175874.1,2e-145
XP_003394115.1,XP_003394115.1,0.0
XP_003394116.1,XP_003394116.1,0.0
XP_003394118.1,XP_003394118.1,0.0
XP_003394119.1,XP_003394119.1,0.0
XP_003394121.1,XP_003394121.1,0.0
XP_003394122.1,XP_003394122.1,0.0
XP_003394123.1,XP_003394123.1,0.0
XP_003394125.1,XP_003394125.1,0.0
XP_003394126.2,XP_003394126.2,0.0
XP_003394129.1,XP_003394129.1,3e-168
XP_003394130.1,XP_003394130.1,1e-171
XP_003394131.1,XP_003394131.1,0.0
XP_003394132.1,XP_003394132.1,0.0
XP_003394133.1,XP_003394133.1,0.0
XP_003394134.1,XP_003394134.1,0.0
XP_003394136.1,XP_003394136.1,0.0
XP_003394137.1,XP_003394137.1,0.0
XP_003394138.1,XP_003394138.1,0.0
XP_003394139.1,XP_003394139.1,0.0
XP_003394141.1,XP_003394141.1,6e-67
XP_003394143.1,XP_003394143.1,0.0
XP_003394144.1,XP_003394144.1,0.0
XP_003394146.1,XP_003394146.1,0.0
XP_003394148.1,XP_003394148.1,0.0
XP_003394150.1,XP_012175912.1,0.0
XP_003394151.1,XP_003394151.1,0.0
XP_003394154.1,XP_003394154.1,0.0
XP_003394157.1,XP_003394157.1,2e-46
XP_003394158.1,XP_003394158.1,0.0
XP_003394159.1,XP_012175921.1,0.0
XP_003394160.1,XP_012175922.1,0.0
XP_003394162.1,XP_003394162.1,6e-161
XP_003394163.1,XP_003394163.1,0.0
XP_003394164.1,XP_003394164.1,0.0
XP_003394165.1,XP_003394165.1,0.0
XP_003394166.1,XP_003394166.1,4e-105
XP_003394167.1,XP_003394167.1,0.0
XP_003394168.1,XP_003394168.1,0.0
XP_003394169.1,XP_003394169.1,0.0
XP_003394170.1,XP_003394170.1,0.0
XP_003394171.1,XP_003394171.1,3e-172
XP_003394172.1,XP_012175939.1,2e-69
XP_003394174.1,XP_003394174.1,0.0
XP_003394177.1,XP_012175948.1,0.0
XP_003394178.2,XP_003394178.2,0.0
XP_003394179.1,XP_012175955.1,0.0
XP_003394180.1,XP_003394180.1,0.0
XP_003394181.1,XP_012175962.1,0.0
XP_003394182.1,XP_003394182.1,0.0
XP_003394183.2,XP_003394183.2,0.0
XP_003394184.1,XP_003394184.1,0.0
XP_003394185.1,XP_003394185.1,9e-124
XP_003394187.1,XP_012175966.1,0.0
XP_003394188.1,XP_003394188.1,0.0
XP_003394189.1,XP_012175968.1,7e-142
XP_003394190.1,XP_003394190.1,0.0
XP_003394191.1,XP_012175969.1,0.0
XP_003394192.1,XP_003394192.1,2e-138
XP_003394193.1,XP_012175975.1,0.0
XP_003394195.1,XP_003394195.1,0.0
XP_003394196.1,XP_003394196.1,0.0
XP_003394197.1,XP_003394197.1,0.0
XP_003394200.1,XP_003394200.1,2e-82
XP_003394201.1,XP_003394201.1,0.0
XP_003394203.1,XP_003394203.1,0.0
XP_003394206.1,XP_003394206.1,4e-78
XP_003394207.1,XP_003394207.1,0.0
XP_003394208.1,XP_003394208.1,0.0
XP_003394209.1,XP_003394209.1,0.0
XP_003394210.1,XP_003394210.1,0.0
XP_003394214.1,XP_012176025.1,0.0
XP_003394216.1,XP_003394216.1,2e-180
XP_003394217.1,XP_003394217.1,7e-132
XP_003394219.1,XP_003394219.1,0.0
XP_003394222.1,XP_003394222.1,7e-129
XP_003394223.1,XP_003394223.1,8e-163
XP_003394224.1,XP_003394224.1,4e-83
XP_003394225.1,XP_003394225.1,0.0
XP_003394227.1,XP_003394227.1,0.0
XP_003394228.1,XP_003394228.1,0.0
XP_003394229.1,XP_012176053.1,0.0
XP_003394230.1,XP_003394230.1,5e-169
XP_003394231.1,XP_003394231.1,2e-147
XP_003394232.1,XP_003394232.1,2e-134
XP_003394234.1,XP_003394234.1,0.0
XP_003394236.1,XP_003394236.1,0.0
XP_003394237.1,XP_003394237.1,0.0
XP_003394238.1,XP_003394238.1,0.0
XP_003394239.1,XP_012176061.1,0.0
XP_003394240.1,XP_003394240.1,0.0
XP_003394241.1,XP_003394241.1,6e-62
XP_003394243.1,XP_003394243.1,0.0
XP_003394244.1,XP_012176064.1,0.0
XP_003394246.1,XP_003394246.1,0.0
XP_003394247.1,XP_012176072.1,0.0
XP_003394248.1,XP_003394248.1,1e-87
XP_003394249.1,XP_003394249.1,0.0
XP_003394250.1,XP_012176080.1,0.0
XP_003394252.1,XP_003394252.1,0.0
XP_003394253.1,XP_003394253.1,0.0
XP_003394254.1,XP_003394254.1,0.0
XP_003394255.1,XP_003394255.1,0.0
XP_003394257.1,XP_003394257.1,0.0
XP_003394260.1,XP_003394260.1,0.0
XP_003394264.1,XP_003394264.1,0.0
XP_003394265.1,XP_003394265.1,1e-147
XP_003394266.1,XP_003394266.1,0.0
XP_003394270.1,XP_003394270.1,0.0
XP_003394271.1,XP_003394271.1,0.0
XP_003394272.1,XP_003394272.1,0.0
XP_003394274.1,XP_003394274.1,0.0
XP_003394275.1,XP_003394275.1,0.0
XP_003394276.1,XP_003394276.1,0.0
XP_003394277.1,XP_003394277.1,0.0
XP_003394281.1,XP_003394281.1,0.0
XP_003394282.1,XP_003394282.1,3e-81
XP_003394283.1,XP_003394283.1,2e-93
XP_003394285.1,XP_003394285.1,7e-167
XP_003394286.1,XP_012176125.1,0.0
XP_003394288.1,XP_003394288.1,0.0
XP_003394289.1,XP_003394289.1,0.0
XP_003394291.1,XP_003394291.1,5e-154
XP_003394292.1,XP_003394292.1,2e-128
XP_003394293.2,XP_003394293.2,0.0
XP_003394298.1,XP_003394298.1,0.0
XP_003394299.1,XP_003394299.1,7e-49
XP_003394300.1,XP_012176141.1,0.0
XP_003394301.1,XP_003394301.1,0.0
XP_003394304.1,XP_003394304.1,5e-174
XP_003394305.1,XP_003394305.1,0.0
XP_003394306.1,XP_012176148.1,0.0
XP_003394307.2,XP_003394307.2,0.0
XP_003394308.1,XP_012176153.1,7e-147
XP_003394310.1,XP_003394310.1,0.0
XP_003394311.1,XP_003394311.1,0.0
XP_003394312.1,XP_003394312.1,0.0
XP_003394314.1,XP_003394314.1,0.0
XP_003394315.1,XP_012176156.1,0.0
XP_003394316.1,XP_003394316.1,0.0
XP_003394317.1,XP_003394317.1,0.0
XP_003394318.1,XP_003394318.1,4e-178
XP_003394319.1,XP_003394319.1,0.0
XP_003394320.1,XP_003394320.1,0.0
XP_003394321.1,XP_012176165.1,0.0
XP_003394322.1,XP_012176164.1,0.0
XP_003394323.1,XP_003394323.1,0.0
XP_003394324.1,XP_003394324.1,0.0
XP_003394325.1,XP_003394325.1,0.0
XP_003394327.1,XP_003394327.1,3e-99
XP_003394329.1,XP_003394329.1,0.0
XP_003394331.1,XP_003394331.1,0.0
XP_003394332.1,XP_003394332.1,0.0
XP_003394333.1,XP_003394333.1,0.0
XP_003394334.1,XP_003394334.1,0.0
XP_003394335.1,XP_012176181.1,4e-68
XP_003394336.1,XP_012176181.1,4e-68
XP_003394337.1,XP_003394337.1,0.0
XP_003394338.1,XP_003394338.1,0.0
XP_003394341.1,XP_012176210.1,0.0
XP_003394344.1,XP_003394344.1,0.0
XP_003394345.1,XP_003394345.1,0.0
XP_003394348.1,XP_003394348.1,6e-164
XP_003394349.1,XP_003394349.1,0.0
XP_003394350.1,XP_003394350.1,8e-159
XP_003394352.1,XP_003394352.1,4e-161
XP_003394353.1,XP_012176228.1,0.0
XP_003394354.1,XP_012176235.1,0.0
XP_003394355.1,XP_012176238.1,3e-167
XP_003394356.1,XP_003394356.1,0.0
XP_003394360.1,XP_003394360.1,0.0
XP_003394361.1,XP_012176250.1,0.0
XP_003394365.1,XP_003394365.1,6e-126
XP_003394366.1,XP_003394366.1,0.0
XP_003394367.1,XP_003394367.1,0.0
XP_003394368.2,XP_003394368.2,0.0
XP_003394370.1,XP_003394370.1,0.0
XP_003394374.1,XP_003394374.1,0.0
XP_003394378.2,XP_012175920.1,0.0
XP_003394379.1,XP_003394379.1,0.0
XP_003394381.1,XP_003394381.1,0.0
XP_003394390.1,XP_003394390.1,0.0
XP_003394391.1,XP_003394391.1,0.0
XP_003394393.1,XP_003394393.1,0.0
XP_003394394.1,XP_003394394.1,0.0
XP_003394396.1,XP_003394396.1,0.0
XP_003394397.1,XP_003394397.1,0.0
XP_003394398.1,XP_003394398.1,0.0
XP_003394402.2,XP_003394402.2,0.0
XP_003394406.1,XP_003394406.1,0.0
XP_003394407.2,XP_003394407.2,0.0
XP_003394409.1,XP_003394409.1,0.0
XP_003394410.2,XP_003394410.2,1e-160
XP_003394412.1,XP_003394412.1,0.0
XP_003394413.1,XP_003394413.1,0.0
XP_003394415.1,XP_012175841.1,0.0
XP_003394416.2,XP_003394416.2,0.0
XP_003394417.1,XP_003394417.1,1e-115
XP_003394418.1,XP_003394418.1,0.0
XP_003394419.1,XP_003394419.1,0.0
XP_003394421.1,XP_003394421.1,4e-163
XP_003394422.1,XP_003394422.1,0.0
XP_003394425.1,XP_003394425.1,0.0
XP_003394428.1,XP_003394428.1,0.0
XP_003394430.1,XP_003394430.1,0.0
XP_003394432.1,XP_012176302.1,0.0
XP_003394433.1,XP_012176302.1,0.0
XP_003394435.2,XP_003394435.2,0.0
XP_003394436.1,XP_003394436.1,0.0
XP_003394437.2,XP_003394437.2,4e-144
XP_003394439.1,XP_003394439.1,0.0
XP_003394441.1,XP_003394441.1,6e-180
XP_003394442.1,XP_003394442.1,0.0
XP_003394443.1,XP_003394443.1,0.0
XP_003394444.1,XP_012176380.1,0.0
XP_003394446.2,XP_003394446.2,0.0
XP_003394449.1,XP_003394449.1,0.0
XP_003394450.1,XP_012176390.1,0.0
XP_003394451.1,XP_003394451.1,8e-120
XP_003394452.1,XP_003394452.1,1e-136
XP_003394455.1,XP_003394455.1,0.0
XP_003394456.1,XP_003394456.1,0.0
XP_003394458.1,XP_003394458.1,1e-119
XP_003394459.1,XP_003394459.1,0.0
XP_003394460.1,XP_003394460.1,0.0
XP_003394461.1,XP_003394461.1,1e-112
XP_003394463.1,XP_003394463.1,2e-60
XP_003394464.2,XP_003394464.2,2e-98
XP_003394465.1,XP_003394465.1,0.0
XP_003394466.1,XP_003394466.1,0.0
XP_003394467.1,XP_003394467.1,6e-150
XP_003394468.1,XP_003394468.1,0.0
XP_003394471.1,XP_003394471.1,0.0
XP_003394472.1,XP_003394472.1,0.0
XP_003394473.1,XP_003394473.1,0.0
XP_003394474.1,XP_003394474.1,0.0
XP_003394476.1,XP_012176414.1,0.0
XP_003394477.1,XP_012176409.1,0.0
XP_003394478.1,XP_012176404.1,0.0
XP_003394479.1,XP_003394479.1,0.0
XP_003394480.1,XP_012176421.1,0.0
XP_003394481.1,XP_003394481.1,0.0
XP_003394482.1,XP_012176430.1,1e-158
XP_003394483.1,XP_003394483.1,0.0
XP_003394484.1,XP_003394484.1,3e-62
XP_003394485.1,XP_003394485.1,0.0
XP_003394487.1,XP_003394487.1,0.0
XP_003394488.1,XP_012176433.1,0.0
XP_003394490.1,XP_012176432.1,0.0
XP_003394493.2,XP_012176319.1,0.0
XP_003394496.1,XP_003394496.1,1e-160
XP_003394497.1,XP_003394497.1,7e-47
XP_003394498.1,XP_003394498.1,0.0
XP_003394500.1,XP_003394500.1,0.0
XP_003394501.1,XP_003394501.1,0.0
XP_003394504.1,XP_003394504.1,0.0
XP_003394505.1,XP_003394505.1,0.0
XP_003394506.1,XP_003394506.1,0.0
XP_003394507.2,XP_003394507.2,0.0
XP_003394508.2,XP_003394508.2,0.0
XP_003394509.1,XP_003394509.1,3e-153
XP_003394510.1,XP_003394510.1,0.0
XP_003394511.1,XP_012176455.1,2e-177
XP_003394512.1,XP_012176456.1,0.0
XP_003394513.1,XP_003394513.1,6e-124
XP_003394514.1,XP_003394514.1,0.0
XP_003394515.1,XP_003394515.1,0.0
XP_003394516.1,XP_003394516.1,3e-85
XP_003394518.1,XP_003394518.1,3e-70
XP_003394519.1,XP_012176461.1,0.0
XP_003394520.1,XP_012176461.1,0.0
XP_003394523.1,XP_012176328.1,0.0
XP_003394524.1,XP_003394524.1,0.0
XP_003394530.1,XP_003394530.1,0.0
XP_003394531.1,XP_003394531.1,0.0
XP_003394532.2,XP_003394532.2,0.0
XP_003394533.1,XP_003394533.1,0.0
XP_003394534.1,XP_003394534.1,0.0
XP_003394537.1,XP_003394537.1,0.0
XP_003394538.1,XP_012176340.1,0.0
XP_003394539.1,XP_003394539.1,0.0
XP_003394540.1,XP_003394540.1,0.0
XP_003394542.1,XP_003394542.1,0.0
XP_003394546.1,XP_003394546.1,5e-122
XP_003394547.1,XP_003394547.1,4e-101
XP_003394548.1,XP_003394549.1,2e-81
XP_003394549.1,XP_003394549.1,2e-81
XP_003394551.1,XP_003394551.1,0.0
XP_003394552.1,XP_003394552.1,0.0
XP_003394553.1,XP_003394553.1,0.0
XP_003394554.2,XP_003394554.2,0.0
XP_003394556.1,XP_012176313.1,0.0
XP_003394557.1,XP_012176313.1,0.0
XP_003394559.1,XP_003394559.1,3e-91
XP_003394560.1,XP_012176367.1,4e-74
XP_003394562.1,XP_003394562.1,0.0
XP_003394564.1,XP_003394564.1,0.0
XP_003394565.1,XP_012176515.1,0.0
XP_003394566.1,XP_003394566.1,2e-73
XP_003394570.2,XP_003394570.2,3e-96
XP_003394571.1,XP_012176529.1,0.0
XP_003394572.1,XP_003394572.1,0.0
XP_003394573.1,XP_003394574.1,0.0
XP_003394574.1,XP_003394574.1,0.0
XP_003394575.1,XP_003394575.1,0.0
XP_003394577.1,XP_003394577.1,0.0
XP_003394578.1,XP_003394578.1,0.0
XP_003394580.2,XP_003394580.2,0.0
XP_003394581.1,XP_003394581.1,0.0
XP_003394582.1,XP_003394582.1,0.0
XP_003394583.1,XP_003394583.1,0.0
XP_003394584.1,XP_003394584.1,0.0
XP_003394585.1,XP_003394585.1,0.0
XP_003394586.1,XP_003394586.1,0.0
XP_003394587.1,XP_003394587.1,0.0
XP_003394588.1,XP_003394588.1,0.0
XP_003394590.1,XP_003394590.1,4e-154
XP_003394591.1,XP_003394591.1,0.0
XP_003394592.1,XP_003394592.1,0.0
XP_003394594.1,XP_003394594.1,0.0
XP_003394596.1,XP_003394596.1,0.0
XP_003394597.1,XP_003394597.1,0.0
XP_003394599.1,XP_003394599.1,0.0
XP_003394601.1,XP_003394601.1,0.0
XP_003394603.1,XP_012176470.1,0.0
XP_003394604.1,XP_003394604.1,0.0
XP_003394605.1,XP_003394605.1,0.0
XP_003394606.1,XP_003394606.1,0.0
XP_003394608.1,XP_003394608.1,0.0
XP_003394611.1,XP_003394611.1,0.0
XP_003394612.1,XP_003394612.1,0.0
XP_003394613.1,XP_012176575.1,0.0
XP_003394614.1,XP_003394614.1,4e-122
XP_003394615.1,XP_003394615.1,0.0
XP_003394616.1,XP_003394616.1,9e-133
XP_003394619.1,XP_003394619.1,0.0
XP_003394620.1,XP_003394620.1,0.0
XP_003394622.1,XP_003394622.1,0.0
XP_003394623.1,XP_012176589.1,0.0
XP_003394624.1,XP_003394624.1,1e-62
XP_003394625.1,XP_003394625.1,0.0
XP_003394626.1,XP_003394626.1,2e-90
XP_003394628.1,XP_003394628.1,0.0
XP_003394629.1,XP_003394629.1,0.0
XP_003394630.1,XP_003394630.1,3e-174
XP_003394631.1,XP_003394631.1,1e-175
XP_003394632.1,XP_003394632.1,5e-138
XP_003394634.1,XP_003394634.1,0.0
XP_003394635.1,XP_012176602.1,0.0
XP_003394636.1,XP_012176614.1,0.0
XP_003394637.1,XP_003394637.1,0.0
XP_003394638.1,XP_003394638.1,0.0
XP_003394639.2,XP_003394639.2,0.0
XP_003394640.1,XP_012176476.1,0.0
XP_003394641.1,XP_003394641.1,0.0
XP_003394645.1,XP_003394645.1,0.0
XP_003394646.1,XP_003394646.1,0.0
XP_003394648.1,XP_003394648.1,2e-76
XP_003394653.1,XP_003394653.1,4e-114
XP_003394654.1,XP_003394654.1,0.0
XP_003394656.1,XP_003394656.1,0.0
XP_003394658.2,XP_012176596.1,0.0
XP_003394659.1,XP_003394659.1,0.0
XP_003394661.1,XP_003394661.1,0.0
XP_003394662.1,XP_003394662.1,0.0
XP_003394663.1,XP_003394663.1,0.0
XP_003394664.1,XP_003394664.1,0.0
XP_003394665.1,XP_003394665.1,0.0
XP_003394667.1,XP_003394667.1,0.0
XP_003394668.1,XP_003394668.1,0.0
XP_003394670.1,XP_012176491.1,0.0
XP_003394671.1,XP_012176491.1,0.0
XP_003394672.1,XP_012176487.1,2e-117
XP_003394673.1,XP_003394673.1,0.0
XP_003394674.1,XP_003394674.1,0.0
XP_003394675.1,XP_003394675.1,0.0
XP_003394677.1,XP_003394677.1,0.0
XP_003394680.1,XP_003394680.1,0.0
XP_003394681.1,XP_003394681.1,0.0
XP_003394682.1,XP_012176509.1,0.0
XP_003394684.1,XP_012176512.1,0.0
XP_003394685.1,XP_003394685.1,6e-81
XP_003394686.1,XP_003394686.1,0.0
XP_003394687.1,XP_003394687.1,0.0
XP_003394688.1,XP_012176656.1,0.0
XP_003394689.1,XP_012176657.1,0.0
XP_003394690.1,XP_012176659.1,0.0
XP_003394691.1,XP_012176659.1,0.0
XP_003394692.1,XP_003394692.1,0.0
XP_003394693.1,XP_003394693.1,0.0
XP_003394694.1,XP_003394694.1,0.0
XP_003394697.1,XP_012176663.1,0.0
XP_003394698.1,XP_003394698.1,3e-108
XP_003394701.1,XP_003394701.1,3e-58
XP_003394703.1,XP_003394703.1,0.0
XP_003394704.1,XP_003394704.1,0.0
XP_003394705.1,XP_003394706.1,1e-94
XP_003394706.1,XP_003394706.1,1e-94
XP_003394709.1,XP_003394709.1,0.0
XP_003394710.1,XP_003394710.1,0.0
XP_003394711.1,XP_003394711.1,0.0
XP_003394713.1,XP_003394713.1,0.0
XP_003394714.1,XP_003394714.1,0.0
XP_003394715.1,XP_003394715.1,0.0
XP_003394716.1,XP_012176629.1,2e-93
XP_003394717.1,XP_012176630.1,4e-93
XP_003394719.1,XP_012176641.1,0.0
XP_003394720.1,XP_003394720.1,0.0
XP_003394721.1,XP_003394721.1,4e-92
XP_003394722.1,XP_012176648.1,2e-68
XP_003394725.1,XP_003394725.1,5e-146
XP_003394726.2,XP_012176650.1,3e-146
XP_003394727.2,XP_012176652.1,0.0
XP_003394728.1,XP_003394728.1,0.0
XP_003394729.1,XP_003394729.1,1e-98
XP_003394730.1,XP_003394730.1,0.0
XP_003394732.1,XP_003394732.1,7e-104
XP_003394733.1,XP_003394733.1,0.0
XP_003394734.1,XP_003394734.1,3e-135
XP_003394735.1,XP_003394735.1,0.0
XP_003394736.1,XP_003394736.1,0.0
XP_003394739.1,XP_012176691.1,0.0
XP_003394740.1,XP_012176691.1,0.0
XP_003394741.2,XP_003394741.2,0.0
XP_003394746.1,XP_003394746.1,0.0
XP_003394747.1,XP_003394747.1,4e-66
XP_003394748.1,XP_003394748.1,7e-130
XP_003394749.1,XP_003394749.1,0.0
XP_003394750.1,XP_003394750.1,0.0
XP_003394751.1,XP_003394751.1,0.0
XP_003394752.1,XP_003394752.1,0.0
XP_003394753.1,XP_003394753.1,0.0
XP_003394756.1,XP_003394756.1,0.0
XP_003394757.1,XP_003394757.1,0.0
XP_003394758.1,XP_003394758.1,0.0
XP_003394760.2,XP_012163077.1,0.0
XP_003394761.1,XP_003394761.1,0.0
XP_003394762.1,XP_003394762.1,2e-163
XP_003394764.1,XP_003394764.1,5e-156
XP_003394767.1,XP_003394767.1,0.0
XP_003394768.1,XP_003394768.1,2e-78
XP_003394769.1,XP_003394769.1,0.0
