am,lf,evalue
NP_001267818.1,TRINITY_DN27273_c0_g1_i1|m.6740,0.0
XP_003393391.1,TRINITY_DN13501_c0_g1_i1|m.45074,0.0
XP_003393392.1,TRINITY_DN13288_c0_g1_i1|m.19379,0.0
XP_003393393.1,TRINITY_DN13288_c0_g1_i1|m.19380,3e-117
XP_003393394.1,TRINITY_DN31608_c0_g1_i1|m.26900,0.0
XP_003393395.1,TRINITY_DN13645_c1_g2_i1|m.5149,4e-105
XP_003393396.1,TRINITY_DN14156_c10_g1_i1|m.30143,3e-55
XP_003393397.1,TRINITY_DN1454_c0_g1_i1|m.11557,0.0
XP_003393398.2,TRINITY_DN12201_c0_g1_i1|m.1478,0.0
XP_003393398.2,TRINITY_DN12201_c0_g1_i1|m.1478,7e-81
XP_003393401.2,TRINITY_DN7993_c0_g1_i1|m.40205,7e-81
XP_003393403.1,TRINITY_DN10927_c0_g2_i1|m.38477,4e-84
XP_003393406.1,TRINITY_DN13214_c0_g1_i1|m.19667,4e-91
XP_003393407.1,TRINITY_DN13214_c1_g1_i1|m.19668,5e-43
XP_003393408.1,TRINITY_DN3005_c0_g1_i1|m.10028,0.0
XP_003393409.1,TRINITY_DN10799_c0_g1_i1|m.46257,0.0
XP_003393410.1,TRINITY_DN15387_c0_g1_i1|m.34432,4e-09
XP_003393415.1,TRINITY_DN12744_c0_g1_i1|m.35131,0.0
XP_003393417.1,TRINITY_DN12576_c0_g2_i1|m.31351,3e-119
XP_003393419.1,TRINITY_DN11485_c0_g1_i1|m.34887,1e-148
XP_003393420.1,TRINITY_DN11485_c0_g1_i1|m.34886,0.0
XP_003393421.1,TRINITY_DN33384_c0_g1_i1|m.26882,4e-57
XP_003393423.1,TRINITY_DN8167_c0_g1_i1|m.11954,7e-77
XP_003393425.1,TRINITY_DN8752_c0_g2_i1|m.4452,0.0
XP_003393427.1,TRINITY_DN9075_c0_g2_i1|m.4667,0.0
XP_003393428.1,TRINITY_DN8378_c0_g1_i1|m.28040,0.0
XP_003393433.1,TRINITY_DN67_c0_g1_i1|m.46611,6e-18
XP_003393436.1,TRINITY_DN13246_c0_g2_i1|m.19291,6e-166
XP_003393438.1,TRINITY_DN27280_c0_g1_i1|m.6742,2e-105
XP_003393440.1,TRINITY_DN8731_c0_g1_i1|m.4455,1e-29
XP_003393440.1,TRINITY_DN8731_c0_g1_i1|m.4455,5e-29
XP_003393443.1,TRINITY_DN2193_c0_g2_i1|m.39564,0.0
XP_003393444.1,TRINITY_DN11595_c0_g2_i1|m.15086,1e-71
XP_003393446.1,TRINITY_DN5738_c0_g1_i1|m.16738,2e-176
XP_003393447.1,TRINITY_DN11557_c0_g2_i1|m.15141,2e-138
XP_003393448.1,TRINITY_DN5738_c0_g1_i1|m.16738,0.0
XP_003393450.1,TRINITY_DN20739_c0_g1_i1|m.31246,3e-176
XP_003393451.2,TRINITY_DN5738_c0_g1_i1|m.16738,3e-131
XP_003393452.1,TRINITY_DN19106_c1_g1_i1|m.40591,0.0
XP_003393453.1,TRINITY_DN10284_c0_g1_i1|m.43767,7e-94
XP_003393457.1,TRINITY_DN18636_c0_g1_i1|m.47482,0.0
XP_003393458.2,TRINITY_DN9004_c0_g1_i1|m.4759,0.0
XP_003393461.1,TRINITY_DN10447_c0_g1_i1|m.42051,2e-73
XP_003393462.1,TRINITY_DN6400_c0_g1_i1|m.27207,3e-168
XP_003393467.1,TRINITY_DN12799_c0_g1_i1|m.35540,3e-08
XP_003393467.1,TRINITY_DN12799_c0_g1_i1|m.35540,1e-06
XP_003393471.1,TRINITY_DN11600_c0_g1_i1|m.28217,0.0
XP_003393472.1,TRINITY_DN32073_c0_g1_i1|m.2471,2e-132
XP_003393474.2,TRINITY_DN9143_c0_g1_i1|m.36084,2e-165
XP_003393477.1,TRINITY_DN31982_c0_g1_i1|m.25839,8e-70
XP_003393481.1,TRINITY_DN2942_c0_g2_i1|m.11682,1e-118
XP_003393482.1,TRINITY_DN12678_c0_g1_i1|m.15430,0.0
XP_003393484.1,TRINITY_DN10290_c0_g1_i1|m.43641,7e-164
XP_003393486.1,TRINITY_DN12178_c0_g1_i1|m.36581,1e-172
XP_003393487.1,TRINITY_DN10513_c0_g1_i1|m.47543,0.0
XP_003393489.1,TRINITY_DN6384_c0_g3_i1|m.39928,0.0
XP_003393491.1,TRINITY_DN3742_c0_g2_i1|m.39739,0.0
XP_003393493.1,TRINITY_DN9692_c1_g1_i1|m.27571,3e-175
XP_003393495.1,TRINITY_DN6878_c0_g1_i1|m.2623,1e-119
XP_003393496.1,TRINITY_DN9692_c1_g1_i1|m.27572,9e-83
XP_003393498.2,TRINITY_DN8731_c0_g1_i1|m.4455,1e-29
XP_003393498.2,TRINITY_DN8731_c0_g1_i1|m.4455,5e-29
XP_003393499.2,TRINITY_DN525_c0_g1_i1|m.9451,1e-61
XP_003393502.1,TRINITY_DN24827_c0_g1_i1|m.25690,8e-106
XP_003393505.1,TRINITY_DN1404_c1_g1_i1|m.11556,9e-50
XP_003393507.1,TRINITY_DN9490_c0_g1_i1|m.37988,3e-158
XP_003393508.1,TRINITY_DN7356_c0_g1_i1|m.21605,0.0
XP_003393509.2,TRINITY_DN13239_c0_g2_i1|m.19519,1e-40
XP_003393511.1,TRINITY_DN19440_c0_g1_i1|m.31084,2e-75
XP_003393512.2,TRINITY_DN38421_c0_g1_i1|m.34440,2e-61
XP_003393513.1,TRINITY_DN880_c0_g1_i1|m.7095,0.0
XP_003393515.1,TRINITY_DN14460_c0_g1_i1|m.24903,1e-26
XP_003393516.1,TRINITY_DN8952_c0_g2_i1|m.13807,0.0
XP_003393517.1,TRINITY_DN9910_c0_g2_i1|m.25103,9e-29
XP_003393518.1,TRINITY_DN34605_c0_g1_i1|m.46450,7e-06
XP_003393519.1,TRINITY_DN9577_c0_g1_i1|m.25421,7e-137
XP_003393523.1,TRINITY_DN4063_c0_g1_i1|m.39053,4e-153
XP_003393524.1,TRINITY_DN13507_c0_g1_i1|m.44002,0.0
XP_003393526.1,TRINITY_DN12196_c0_g1_i1|m.36839,0.0
XP_003393528.1,TRINITY_DN8996_c0_g1_i1|m.13840,0.0
XP_003393529.1,TRINITY_DN10373_c0_g1_i1|m.2021,0.0
XP_003393531.1,TRINITY_DN13526_c1_g1_i1|m.45098,0.0
XP_003393532.1,TRINITY_DN13526_c0_g1_i1|m.45097,4e-135
XP_003393534.1,TRINITY_DN2734_c0_g2_i1|m.33184,2e-161
XP_003393535.1,TRINITY_DN4061_c0_g1_i1|m.39007,4e-92
XP_003393536.1,TRINITY_DN6093_c0_g1_i1|m.1044,2e-46
XP_003393537.1,TRINITY_DN12925_c0_g1_i1|m.8078,0.0
XP_003393538.1,TRINITY_DN8888_c0_g1_i1|m.26231,6e-172
XP_003393539.1,TRINITY_DN11671_c0_g1_i1|m.28517,1e-170
XP_003393540.1,TRINITY_DN5609_c0_g1_i1|m.43223,0.0
XP_003393541.1,TRINITY_DN33690_c0_g1_i1|m.24792,2e-72
XP_003393542.1,TRINITY_DN10613_c0_g1_i1|m.48067,2e-96
XP_003393543.1,TRINITY_DN10613_c0_g1_i1|m.48067,2e-96
XP_003393545.1,TRINITY_DN10024_c0_g1_i1|m.26484,2e-101
XP_003393550.1,TRINITY_DN9059_c0_g2_i1|m.4722,7e-96
XP_003393551.1,TRINITY_DN12611_c0_g1_i1|m.15415,0.0
XP_003393556.1,TRINITY_DN15003_c0_g1_i1|m.2398,1e-97
XP_003393557.1,TRINITY_DN11819_c0_g1_i1|m.16252,0.0
XP_003393558.1,TRINITY_DN10280_c0_g1_i1|m.43632,2e-104
XP_003393559.1,TRINITY_DN8985_c0_g1_i1|m.13817,0.0
XP_003393569.1,TRINITY_DN19871_c0_g1_i1|m.26370,0.0
XP_003393570.1,TRINITY_DN5918_c0_g1_i1|m.37332,0.0
XP_003393571.1,TRINITY_DN14210_c0_g2_i1|m.20909,0.0
XP_003393574.1,TRINITY_DN9920_c0_g1_i1|m.25192,9e-54
XP_003393575.1,TRINITY_DN13596_c1_g1_i1|m.44507,0.0
XP_003393576.1,TRINITY_DN14156_c11_g2_i1|m.30224,7e-78
XP_003393581.1,TRINITY_DN11507_c0_g1_i1|m.15323,5e-103
XP_003393582.1,TRINITY_DN5304_c0_g1_i1|m.2202,2e-74
XP_003393583.1,TRINITY_DN887_c0_g1_i1|m.7090,2e-41
XP_003393584.1,TRINITY_DN12237_c0_g2_i1|m.1463,0.0
XP_003393584.1,TRINITY_DN12237_c0_g2_i1|m.1463,6e-113
XP_003393586.1,TRINITY_DN10491_c0_g1_i1|m.42031,0.0
XP_003393587.1,TRINITY_DN9573_c0_g1_i1|m.25359,0.0
XP_003393588.1,TRINITY_DN12879_c0_g1_i1|m.49799,0.0
XP_003393589.1,TRINITY_DN10127_c0_g1_i1|m.49523,0.0
XP_003393590.1,TRINITY_DN12191_c0_g2_i1|m.36676,0.0
XP_003393593.2,TRINITY_DN13368_c0_g1_i1|m.33601,0.0
XP_003393594.1,TRINITY_DN13368_c0_g1_i1|m.33602,0.0
XP_003393595.1,TRINITY_DN14097_c0_g1_i1|m.17969,1e-143
XP_003393599.1,TRINITY_DN36492_c0_g1_i1|m.41952,0.0
XP_003393600.1,TRINITY_DN36553_c0_g1_i1|m.39647,0.0
XP_003393601.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_003393605.1,TRINITY_DN6808_c0_g2_i1|m.2636,0.0
XP_003393605.1,TRINITY_DN6808_c0_g2_i1|m.2636,3e-06
XP_003393606.1,TRINITY_DN5107_c0_g1_i1|m.13627,2e-13
XP_003393607.1,TRINITY_DN6365_c0_g1_i1|m.39897,0.0
XP_003393608.1,TRINITY_DN10312_c0_g1_i1|m.2103,2e-108
XP_003393609.1,TRINITY_DN9860_c0_g1_i1|m.12933,0.0
XP_003393610.1,TRINITY_DN7090_c0_g2_i1|m.13190,0.0
XP_003393612.1,TRINITY_DN10556_c0_g3_i1|m.47531,3e-87
XP_003393614.1,TRINITY_DN9665_c0_g3_i1|m.27652,4e-88
XP_003393615.1,TRINITY_DN3653_c0_g1_i1|m.39494,0.0
XP_003393616.1,TRINITY_DN3653_c0_g1_i1|m.39494,0.0
XP_003393617.1,TRINITY_DN12209_c1_g1_i1|m.1489,6e-180
XP_003393618.1,TRINITY_DN23010_c0_g1_i1|m.11372,0.0
XP_003393619.1,TRINITY_DN10688_c0_g2_i1|m.47884,0.0
XP_003393621.1,TRINITY_DN23245_c0_g1_i1|m.28697,0.0
XP_003393623.1,TRINITY_DN14651_c0_g1_i1|m.9757,1e-94
XP_003393624.1,TRINITY_DN8176_c0_g2_i1|m.11978,5e-30
XP_003393625.1,TRINITY_DN27473_c0_g1_i1|m.46507,0.0
XP_003393626.1,TRINITY_DN27473_c0_g1_i1|m.46507,0.0
XP_003393627.1,TRINITY_DN9561_c0_g1_i1|m.25349,0.0
XP_003393628.1,TRINITY_DN3998_c0_g1_i1|m.7049,0.0
XP_003393629.1,TRINITY_DN13395_c0_g1_i1|m.33280,0.0
XP_003393630.1,TRINITY_DN11387_c0_g1_i1|m.36340,3e-22
XP_003393631.1,TRINITY_DN5421_c0_g1_i1|m.49042,1e-66
XP_003393632.1,TRINITY_DN6086_c0_g1_i1|m.1042,0.0
XP_003393633.1,TRINITY_DN13422_c0_g1_i1|m.33090,4e-159
XP_003393636.1,TRINITY_DN2532_c0_g2_i1|m.50528,0.0
XP_003393637.1,TRINITY_DN5737_c0_g1_i1|m.16757,7e-131
XP_003393638.1,TRINITY_DN13334_c0_g1_i1|m.33653,0.0
XP_003393639.1,TRINITY_DN13334_c0_g1_i1|m.33655,6e-127
XP_003393640.1,TRINITY_DN10668_c0_g1_i1|m.47908,0.0
XP_003393641.1,TRINITY_DN27678_c0_g1_i1|m.43292,1e-172
XP_003393642.1,TRINITY_DN8569_c0_g1_i1|m.40086,6e-111
XP_003393645.1,TRINITY_DN1415_c0_g1_i1|m.11455,0.0
XP_003393648.1,TRINITY_DN11035_c0_g1_i1|m.10187,0.0
XP_003393650.1,TRINITY_DN13780_c0_g1_i1|m.4202,0.0
XP_003393651.1,TRINITY_DN12464_c0_g2_i1|m.45905,0.0
XP_003393653.1,TRINITY_DN13308_c0_g1_i1|m.33798,8e-99
XP_003393654.1,TRINITY_DN14042_c0_g1_i1|m.17631,0.0
XP_003393655.1,TRINITY_DN15300_c0_g1_i1|m.34417,2e-59
XP_003393656.1,TRINITY_DN8965_c0_g1_i1|m.13838,9e-38
XP_003393657.1,TRINITY_DN8965_c0_g1_i1|m.13838,4e-34
XP_003393658.1,TRINITY_DN6349_c0_g1_i1|m.39890,3e-54
XP_003393659.1,TRINITY_DN12289_c0_g1_i1|m.1695,2e-97
XP_003393660.1,TRINITY_DN11515_c0_g1_i1|m.15243,4e-85
XP_003393662.1,TRINITY_DN210_c0_g1_i1|m.27902,1e-42
XP_003393664.1,TRINITY_DN12143_c0_g1_i1|m.36821,0.0
XP_003393665.1,TRINITY_DN3766_c0_g1_i1|m.39819,0.0
XP_003393669.1,TRINITY_DN635_c0_g1_i1|m.11164,0.0
XP_003393670.1,TRINITY_DN10456_c0_g1_i1|m.42039,8e-67
XP_003393671.1,TRINITY_DN4311_c0_g1_i1|m.25705,0.0
XP_003393673.1,TRINITY_DN14864_c0_g1_i1|m.6971,0.0
XP_003393674.1,TRINITY_DN9410_c0_g1_i1|m.37934,0.0
XP_003393676.1,TRINITY_DN13833_c2_g1_i1|m.22643,3e-72
XP_003393677.1,TRINITY_DN11895_c0_g1_i1|m.16272,0.0
XP_003393679.1,TRINITY_DN14023_c3_g8_i1|m.17413,0.0
XP_003393680.1,TRINITY_DN9733_c0_g2_i1|m.12466,2e-108
XP_003393684.1,TRINITY_DN14164_c3_g1_i1|m.29781,0.0
XP_003393685.1,TRINITY_DN11778_c0_g1_i1|m.14606,0.0
XP_003393686.1,TRINITY_DN11956_c0_g1_i1|m.10701,1e-86
XP_003393687.1,TRINITY_DN13808_c4_g1_i1|m.21802,0.0
XP_003393691.1,TRINITY_DN20236_c0_g1_i1|m.1101,0.0
XP_003393692.1,TRINITY_DN20236_c0_g1_i1|m.1101,0.0
XP_003393693.2,TRINITY_DN3077_c0_g1_i1|m.9998,0.0
XP_003393694.2,TRINITY_DN10928_c0_g1_i1|m.38216,0.0
XP_003393695.1,TRINITY_DN23481_c0_g1_i1|m.21666,5e-103
XP_003393699.1,TRINITY_DN9904_c0_g1_i1|m.25201,5e-69
XP_003393700.1,TRINITY_DN11230_c0_g1_i1|m.8631,0.0
XP_003393701.1,TRINITY_DN12347_c0_g1_i1|m.48281,0.0
XP_003393702.1,TRINITY_DN7079_c0_g2_i1|m.13194,3e-119
XP_003393703.1,TRINITY_DN13752_c1_g1_i1|m.3991,0.0
XP_003393703.1,TRINITY_DN13752_c1_g1_i1|m.3991,8e-25
XP_003393703.1,TRINITY_DN13752_c1_g1_i1|m.3991,3e-16
XP_003393703.1,TRINITY_DN13752_c1_g1_i1|m.3991,2e-15
XP_003393704.1,TRINITY_DN5928_c0_g1_i1|m.37309,0.0
XP_003393705.1,TRINITY_DN11684_c0_g1_i1|m.28335,0.0
XP_003393706.1,TRINITY_DN11684_c0_g1_i1|m.28335,0.0
XP_003393709.1,TRINITY_DN10631_c0_g1_i1|m.47948,0.0
XP_003393711.1,TRINITY_DN9333_c0_g1_i1|m.39306,1e-108
XP_003393712.1,TRINITY_DN11327_c0_g1_i1|m.36328,0.0
XP_003393714.1,TRINITY_DN13299_c0_g1_i1|m.19208,0.0
XP_003393715.1,TRINITY_DN3054_c0_g2_i1|m.9987,0.0
XP_003393717.1,TRINITY_DN7510_c0_g1_i1|m.41229,0.0
XP_003393718.1,TRINITY_DN7399_c0_g1_i1|m.21626,1e-63
XP_003393719.1,TRINITY_DN6696_c0_g1_i1|m.41836,0.0
XP_003393721.2,TRINITY_DN1079_c0_g1_i1|m.10518,0.0
XP_003393722.1,TRINITY_DN18781_c0_g1_i1|m.8985,1e-59
XP_003393727.1,TRINITY_DN23995_c0_g1_i1|m.11810,3e-14
XP_003393728.1,TRINITY_DN5737_c0_g1_i1|m.16756,0.0
XP_003393730.1,TRINITY_DN12524_c0_g1_i1|m.31875,5e-179
XP_003393731.1,TRINITY_DN2545_c0_g2_i1|m.50522,5e-39
XP_003393735.1,TRINITY_DN15822_c0_g1_i1|m.12711,1e-41
XP_003393740.1,TRINITY_DN1492_c0_g1_i1|m.11458,0.0
XP_003393741.1,TRINITY_DN10251_c0_g1_i1|m.43871,1e-102
XP_003393744.1,TRINITY_DN10815_c0_g1_i1|m.6466,0.0
XP_003393745.1,TRINITY_DN13773_c0_g1_i1|m.3559,0.0
XP_003393748.1,TRINITY_DN13335_c0_g1_i1|m.34019,0.0
XP_003393749.1,TRINITY_DN11049_c0_g1_i1|m.10228,1e-67
XP_003393750.1,TRINITY_DN6260_c0_g1_i1|m.12280,0.0
XP_003393750.1,TRINITY_DN6260_c0_g1_i1|m.12280,3e-73
XP_003393750.1,TRINITY_DN6260_c0_g1_i1|m.12280,3e-39
XP_003393751.1,TRINITY_DN8760_c0_g1_i1|m.4461,0.0
XP_003393752.1,TRINITY_DN14173_c0_g1_i1|m.29413,3e-81
XP_003393753.1,TRINITY_DN9948_c0_g2_i1|m.25150,3e-32
XP_003393756.1,TRINITY_DN2794_c0_g1_i1|m.33159,4e-76
XP_003393757.1,TRINITY_DN2794_c0_g1_i1|m.33159,4e-76
XP_003393759.1,TRINITY_DN13913_c0_g1_i1|m.24139,0.0
XP_003393760.1,TRINITY_DN13636_c0_g1_i1|m.5498,0.0
XP_003393761.1,TRINITY_DN12242_c0_g1_i1|m.1393,0.0
XP_003393762.1,TRINITY_DN10185_c0_g1_i1|m.49415,0.0
XP_003393766.1,TRINITY_DN6112_c0_g1_i1|m.14799,3e-111
XP_003393769.1,TRINITY_DN6536_c0_g1_i1|m.1202,0.0
XP_003393770.1,TRINITY_DN944_c0_g2_i1|m.11613,0.0
XP_003393771.1,TRINITY_DN12905_c0_g1_i1|m.7590,0.0
XP_003393772.1,TRINITY_DN12908_c1_g1_i1|m.8446,0.0
XP_003393773.1,TRINITY_DN5463_c0_g1_i1|m.49062,0.0
XP_003393775.1,TRINITY_DN2373_c0_g1_i1|m.31073,9e-112
XP_003393776.1,TRINITY_DN12730_c0_g1_i1|m.35307,0.0
XP_003393777.1,TRINITY_DN32245_c0_g1_i1|m.1833,8e-23
XP_003393777.1,TRINITY_DN32245_c0_g1_i1|m.1833,4e-15
XP_003393778.1,TRINITY_DN36625_c0_g2_i1|m.43330,4e-137
XP_003393779.1,TRINITY_DN10295_c0_g1_i1|m.43761,3e-76
XP_003393781.1,TRINITY_DN10212_c1_g1_i1|m.43870,0.0
XP_003393782.1,TRINITY_DN7832_c0_g1_i1|m.4879,0.0
XP_003393783.1,TRINITY_DN7832_c0_g1_i1|m.4879,1e-151
XP_003393784.1,TRINITY_DN9653_c0_g2_i1|m.27643,1e-59
XP_003393787.1,TRINITY_DN857_c0_g2_i1|m.7086,2e-164
XP_003393788.1,TRINITY_DN14099_c0_g1_i1|m.17445,0.0
XP_003393789.1,TRINITY_DN14047_c0_g1_i1|m.17528,0.0
XP_003393789.1,TRINITY_DN14047_c0_g1_i1|m.17528,1e-32
XP_003393792.1,TRINITY_DN12764_c1_g1_i1|m.35625,2e-110
XP_003393793.1,TRINITY_DN14804_c0_g1_i1|m.6958,2e-163
XP_003393794.1,TRINITY_DN37424_c0_g1_i1|m.25604,5e-177
XP_003393795.1,TRINITY_DN13412_c0_g1_i1|m.32900,2e-56
XP_003393796.1,TRINITY_DN921_c0_g1_i1|m.11604,3e-57
XP_003393797.1,TRINITY_DN14804_c0_g1_i1|m.6958,6e-164
XP_003393798.1,TRINITY_DN3752_c0_g1_i1|m.39800,6e-159
XP_003393800.1,TRINITY_DN12330_c0_g1_i1|m.48677,5e-94
XP_003393801.1,TRINITY_DN7857_c0_g1_i1|m.4868,0.0
XP_003393802.1,TRINITY_DN15565_c0_g1_i1|m.50476,5e-95
XP_003393804.1,TRINITY_DN10372_c0_g1_i1|m.2136,0.0
XP_003393804.1,TRINITY_DN10372_c0_g1_i1|m.2136,1e-13
XP_003393805.1,TRINITY_DN10135_c0_g1_i1|m.49409,0.0
XP_003393807.1,TRINITY_DN10021_c0_g2_i1|m.26581,3e-170
XP_003393808.1,TRINITY_DN23217_c0_g1_i1|m.28705,1e-50
XP_003393809.1,TRINITY_DN9305_c0_g1_i1|m.39276,0.0
XP_003393810.1,TRINITY_DN1276_c0_g1_i1|m.11829,5e-78
XP_003393811.1,TRINITY_DN14025_c0_g1_i1|m.17726,0.0
XP_003393812.1,TRINITY_DN7043_c0_g1_i1|m.13202,5e-143
XP_003393813.1,TRINITY_DN11558_c0_g1_i1|m.15233,0.0
XP_003393814.1,TRINITY_DN9407_c0_g1_i1|m.38032,1e-112
XP_003393817.1,TRINITY_DN6208_c0_g2_i1|m.12286,3e-79
XP_003393818.1,TRINITY_DN6208_c0_g2_i1|m.12286,1e-79
XP_003393819.1,TRINITY_DN5280_c0_g1_i1|m.34263,2e-148
XP_003393820.1,TRINITY_DN11227_c0_g1_i1|m.8607,3e-86
XP_003393823.1,TRINITY_DN32247_c0_g1_i1|m.1842,1e-129
XP_003393824.1,TRINITY_DN3675_c0_g1_i1|m.39460,2e-171
XP_003393825.1,TRINITY_DN9264_c1_g1_i1|m.40911,0.0
XP_003393826.1,TRINITY_DN10619_c0_g2_i1|m.47976,7e-97
XP_003393827.2,TRINITY_DN27669_c0_g1_i1|m.43305,0.0
XP_003393830.1,TRINITY_DN3766_c0_g1_i1|m.39819,7e-130
XP_003393832.2,TRINITY_DN35858_c0_g1_i1|m.11740,0.0
XP_003393833.1,TRINITY_DN23606_c0_g1_i1|m.30898,8e-19
XP_003393834.1,TRINITY_DN481_c0_g1_i1|m.42734,0.0
XP_003393836.1,TRINITY_DN14017_c0_g1_i1|m.17698,5e-172
XP_003393839.1,TRINITY_DN2681_c0_g2_i1|m.16839,6e-135
XP_003393841.1,TRINITY_DN23254_c0_g1_i1|m.28717,5e-160
XP_003393843.1,TRINITY_DN8848_c0_g1_i1|m.26279,0.0
XP_003393845.1,TRINITY_DN8006_c0_g1_i1|m.38744,0.0
XP_003393846.1,TRINITY_DN5316_c0_g3_i1|m.2301,5e-137
XP_003393847.1,TRINITY_DN10877_c0_g1_i1|m.6354,4e-95
XP_003393848.1,TRINITY_DN13176_c0_g1_i1|m.46794,0.0
XP_003393851.1,TRINITY_DN13822_c0_g1_i1|m.22602,1e-119
XP_003393852.1,TRINITY_DN13822_c0_g1_i1|m.22602,7e-128
XP_003393855.1,TRINITY_DN10493_c0_g1_i1|m.42200,0.0
XP_003393856.1,TRINITY_DN7143_c0_g2_i1|m.13400,1e-47
XP_003393861.1,TRINITY_DN9921_c0_g1_i1|m.25077,0.0
XP_003393863.1,TRINITY_DN8754_c0_g1_i1|m.4438,5e-178
XP_003393865.1,TRINITY_DN11571_c0_g2_i1|m.15266,0.0
XP_003393866.1,TRINITY_DN11571_c0_g2_i1|m.15266,0.0
XP_003393867.1,TRINITY_DN11571_c0_g2_i1|m.15266,0.0
XP_003393868.1,TRINITY_DN13640_c1_g1_i1|m.5757,0.0
XP_003393871.1,TRINITY_DN10188_c0_g1_i1|m.49533,0.0
XP_003393873.1,TRINITY_DN12734_c2_g1_i1|m.34996,8e-116
XP_003393875.1,TRINITY_DN11468_c0_g1_i1|m.34878,4e-76
XP_003393876.1,TRINITY_DN12020_c0_g2_i1|m.37461,0.0
XP_003393878.1,TRINITY_DN11237_c0_g1_i1|m.8598,3e-109
XP_003393879.1,TRINITY_DN11438_c0_g1_i1|m.34474,0.0
XP_003393880.1,TRINITY_DN12498_c0_g1_i1|m.45370,3e-158
XP_003393881.1,TRINITY_DN8598_c0_g1_i1|m.40179,8e-142
XP_003393882.1,TRINITY_DN13843_c3_g1_i1|m.23051,0.0
XP_003393885.1,TRINITY_DN13843_c3_g1_i1|m.23051,0.0
XP_003393888.1,TRINITY_DN10033_c0_g1_i1|m.26812,0.0
XP_003393891.1,TRINITY_DN23008_c0_g1_i1|m.11352,4e-21
XP_003393892.1,TRINITY_DN23737_c0_g1_i1|m.15976,1e-49
XP_003393894.1,TRINITY_DN9786_c0_g1_i1|m.12567,0.0
XP_003393900.1,TRINITY_DN1002_c0_g1_i1|m.10487,6e-123
XP_003393901.1,TRINITY_DN6964_c0_g2_i1|m.40697,1e-28
XP_003393905.1,TRINITY_DN6964_c0_g2_i1|m.40697,4e-49
XP_003393907.1,TRINITY_DN6964_c0_g2_i1|m.40697,3e-37
XP_003393910.1,TRINITY_DN6964_c0_g2_i1|m.40697,3e-36
XP_003393911.1,TRINITY_DN11005_c0_g1_i1|m.10081,0.0
XP_003393913.1,TRINITY_DN6964_c0_g2_i1|m.40697,2e-34
XP_003393916.1,TRINITY_DN20335_c0_g1_i1|m.7290,3e-160
XP_003393917.1,TRINITY_DN6964_c0_g2_i1|m.40697,4e-50
XP_003393918.1,TRINITY_DN6964_c0_g2_i1|m.40697,2e-36
XP_003393920.1,TRINITY_DN6964_c0_g2_i1|m.40697,1e-42
XP_003393921.1,TRINITY_DN6964_c0_g2_i1|m.40697,2e-48
XP_003393922.1,TRINITY_DN5032_c0_g1_i1|m.17077,8e-166
XP_003393925.1,TRINITY_DN11598_c0_g1_i1|m.14971,0.0
XP_003393926.1,TRINITY_DN5435_c0_g1_i1|m.49005,0.0
XP_003393927.1,TRINITY_DN7748_c0_g1_i1|m.42912,1e-94
XP_003393928.1,TRINITY_DN8767_c0_g1_i1|m.4361,0.0
XP_003393929.1,TRINITY_DN13060_c0_g1_i1|m.707,0.0
XP_003393930.1,TRINITY_DN13060_c0_g1_i1|m.708,8e-66
XP_003393931.1,TRINITY_DN1542_c0_g1_i1|m.12221,0.0
XP_003393938.1,TRINITY_DN13955_c5_g2_i1|m.24251,0.0
XP_003393939.1,TRINITY_DN6788_c0_g1_i1|m.42436,0.0
XP_003393940.1,TRINITY_DN15531_c0_g1_i1|m.50459,5e-129
XP_003393941.1,TRINITY_DN22983_c0_g1_i1|m.42759,2e-26
XP_003393942.1,TRINITY_DN1471_c0_g1_i1|m.11491,2e-145
XP_003393944.1,TRINITY_DN13268_c5_g1_i1|m.19749,2e-175
XP_003393945.1,TRINITY_DN13493_c0_g2_i1|m.32801,0.0
XP_003393947.1,TRINITY_DN14114_c0_g3_i1|m.29701,2e-141
XP_003393949.2,TRINITY_DN13486_c0_g1_i1|m.33081,0.0
XP_003393951.1,TRINITY_DN13258_c0_g1_i1|m.19093,4e-74
XP_003393955.1,TRINITY_DN12550_c0_g1_i1|m.31755,5e-148
XP_003393959.1,TRINITY_DN5230_c0_g1_i1|m.34278,1e-90
XP_003393962.2,TRINITY_DN5926_c0_g1_i1|m.37285,1e-50
XP_003393963.1,TRINITY_DN9132_c0_g1_i1|m.35988,7e-15
XP_003393964.1,TRINITY_DN7643_c0_g1_i1|m.9231,2e-41
XP_003393967.1,TRINITY_DN1149_c0_g1_i1|m.34361,5e-24
XP_003393971.1,TRINITY_DN2711_c0_g1_i1|m.33134,2e-105
XP_003393975.1,TRINITY_DN20013_c0_g1_i1|m.43496,7e-18
XP_003393976.1,TRINITY_DN20013_c0_g1_i1|m.43496,5e-18
XP_003393977.2,TRINITY_DN14218_c1_g1_i1|m.20297,5e-46
XP_003393980.1,TRINITY_DN8170_c0_g1_i1|m.11887,3e-12
XP_003393980.1,TRINITY_DN8170_c0_g1_i1|m.11887,1e-06
XP_003393987.1,TRINITY_DN25323_c0_g1_i1|m.40547,9e-99
XP_003393988.2,TRINITY_DN25323_c0_g1_i1|m.40547,2e-97
XP_003393991.1,TRINITY_DN6964_c0_g2_i1|m.40697,2e-37
