ln,am,evalue
KMQ82881.1,XP_003401691.1,2e-89
KMQ82882.1,XP_003398964.1,3e-22
KMQ82883.1,XP_003398424.1,7e-29
KMQ82886.1,XP_003396694.1,2e-113
KMQ82889.1,XP_003394667.1,1e-81
KMQ82889.1,XP_003394667.1,9e-05
KMQ82892.1,XP_012170450.1,3e-113
KMQ82893.1,XP_003399464.1,3e-88
KMQ82894.1,XP_003400851.1,1e-24
KMQ82896.1,XP_012167396.1,4e-42
KMQ82898.1,XP_012173997.1,1e-06
KMQ82901.1,XP_012166717.1,4e-08
KMQ82908.1,XP_012167340.1,3e-31
KMQ82909.1,XP_003398402.1,3e-100
KMQ82911.1,XP_012174699.1,3e-37
KMQ82913.1,XP_012172171.1,1e-40
KMQ82914.1,XP_012176307.1,4e-74
KMQ82920.1,XP_012176068.1,0.0
KMQ82921.1,XP_012173314.1,1e-89
KMQ82928.1,XP_012172849.1,3e-78
KMQ82929.1,XP_012174528.1,6e-11
KMQ82930.1,XP_012170490.1,3e-18
KMQ82931.1,XP_012167701.1,3e-22
KMQ82933.1,XP_003398400.1,3e-59
KMQ82934.1,XP_003398384.2,2e-45
KMQ82935.1,XP_012176060.1,3e-84
KMQ82936.1,XP_012174517.1,8e-122
KMQ82937.1,XP_012174517.1,7e-23
KMQ82938.1,XP_012173830.1,1e-49
KMQ82942.1,XP_012176494.1,2e-11
KMQ82945.1,XP_012175449.1,8e-100
KMQ82947.1,XP_012166717.1,6e-65
KMQ82948.1,XP_012166572.1,4e-54
KMQ82949.1,XP_012170738.1,7e-68
KMQ82950.1,XP_012167067.1,2e-63
KMQ82954.1,XP_012176307.1,4e-33
KMQ82955.1,NP_001267840.1,1e-37
KMQ82958.1,XP_012173051.1,1e-36
KMQ82960.1,XP_012174539.1,1e-63
KMQ82961.1,XP_012166572.1,6e-100
KMQ82962.1,XP_012164730.1,3e-35
KMQ82963.1,XP_012174539.1,3e-23
KMQ82964.1,XP_012168571.1,1e-81
KMQ82965.1,XP_012169820.1,4e-47
KMQ82965.1,XP_012169820.1,1e-42
KMQ82966.1,XP_003392984.1,3e-28
KMQ82967.1,XP_012174770.1,5e-55
KMQ82970.1,NP_001267840.1,0.0
KMQ82971.1,NP_001267840.1,0.0
KMQ82973.1,XP_012175519.1,2e-12
KMQ82975.1,XP_012175273.1,3e-27
KMQ82978.1,XP_012164905.1,6e-15
KMQ82979.1,XP_003401081.1,3e-68
KMQ82981.1,XP_012170298.1,4e-54
KMQ82983.1,XP_003396391.1,2e-99
KMQ82984.1,XP_012176060.1,9e-24
KMQ82985.1,NP_001267840.1,0.0
KMQ82992.1,XP_012169820.1,1e-31
KMQ82992.1,XP_012169820.1,1e-26
KMQ82993.1,XP_012169402.1,6e-24
KMQ82995.1,NP_001267840.1,2e-60
KMQ83000.1,XP_012167367.1,1e-59
KMQ83001.1,XP_012176307.1,9e-27
KMQ83002.1,XP_012163079.1,4e-08
KMQ83007.1,XP_012174528.1,3e-10
KMQ83012.1,XP_003398020.1,3e-125
KMQ83014.1,XP_012175533.1,2e-06
KMQ83017.1,XP_012171900.1,2e-94
KMQ83018.1,XP_012175139.1,1e-74
KMQ83020.1,XP_012168045.1,2e-41
KMQ83021.1,XP_003395087.1,6e-57
KMQ83026.1,XP_012174214.1,1e-55
KMQ83028.1,XP_012166737.1,2e-49
KMQ83032.1,XP_003401513.1,3e-49
KMQ83033.1,XP_012171921.1,3e-30
KMQ83034.1,XP_012175841.1,4e-05
KMQ83036.1,XP_003400848.1,4e-98
KMQ83037.1,XP_012175636.1,8e-23
KMQ83040.1,XP_012171986.1,5e-28
KMQ83043.1,XP_003398424.1,3e-22
KMQ83044.1,XP_012171986.1,4e-30
KMQ83045.1,XP_012166560.1,6e-43
KMQ83046.1,XP_012175533.1,3e-16
KMQ83050.1,XP_012171989.1,1e-07
KMQ83051.1,XP_003400989.1,2e-89
KMQ83055.1,XP_012176290.1,4e-32
KMQ83057.1,XP_012165360.1,3e-44
KMQ83058.1,XP_012164720.1,1e-10
KMQ83062.1,XP_012166261.1,6e-24
KMQ83063.1,XP_012168446.1,2e-08
KMQ83067.1,XP_012164720.1,7e-22
KMQ83070.1,XP_012171734.1,3e-10
KMQ83071.1,XP_012174699.1,8e-12
KMQ83074.1,XP_012172982.1,2e-36
KMQ83075.1,XP_012176238.1,3e-113
KMQ83076.1,XP_003398896.1,1e-77
KMQ83077.1,XP_012168357.1,3e-79
KMQ83078.1,XP_003394293.2,2e-56
KMQ83079.1,XP_012169143.1,5e-70
KMQ83080.1,XP_003397947.1,3e-11
KMQ83084.1,XP_012169319.1,6e-33
KMQ83086.1,XP_012167788.1,2e-68
KMQ83087.1,XP_012176349.1,7e-46
KMQ83089.1,XP_012173830.1,2e-97
KMQ83090.1,XP_012175084.1,8e-60
KMQ83092.1,XP_012165909.1,6e-57
KMQ83092.1,XP_012165909.1,2e-28
KMQ83093.1,XP_012169613.1,2e-93
KMQ83099.1,XP_012175519.1,1e-18
KMQ83103.1,XP_012166246.1,5e-135
KMQ83104.1,XP_012172988.1,4e-137
KMQ83104.1,XP_012172988.1,2e-36
KMQ83104.1,XP_012172988.1,1e-34
KMQ83104.1,XP_012172988.1,7e-34
KMQ83104.1,XP_012172988.1,8e-33
KMQ83104.1,XP_012172988.1,1e-32
KMQ83104.1,XP_012172988.1,3e-32
KMQ83104.1,XP_012172988.1,6e-32
KMQ83104.1,XP_012172988.1,5e-31
KMQ83104.1,XP_012172988.1,1e-29
KMQ83104.1,XP_012172988.1,2e-29
KMQ83104.1,XP_012172988.1,3e-29
KMQ83104.1,XP_012172988.1,3e-28
KMQ83104.1,XP_012172988.1,7e-28
KMQ83104.1,XP_012172988.1,2e-27
KMQ83104.1,XP_012172988.1,1e-25
KMQ83104.1,XP_012172988.1,3e-25
KMQ83104.1,XP_012172988.1,1e-22
KMQ83104.1,XP_012172988.1,1e-18
KMQ83104.1,XP_012172988.1,1e-13
KMQ83104.1,XP_012172988.1,1e-12
KMQ83104.1,XP_012172988.1,7e-12
KMQ83104.1,XP_012172988.1,2e-11
KMQ83104.1,XP_012172988.1,1e-10
KMQ83104.1,XP_012172988.1,2e-10
KMQ83104.1,XP_012172988.1,3e-10
KMQ83104.1,XP_012172988.1,7e-10
KMQ83104.1,XP_012172988.1,1e-09
KMQ83104.1,XP_012172988.1,2e-09
KMQ83104.1,XP_012172988.1,4e-09
KMQ83104.1,XP_012172988.1,1e-08
KMQ83104.1,XP_012172988.1,5e-08
KMQ83104.1,XP_012172988.1,8e-08
KMQ83104.1,XP_012172988.1,1e-07
KMQ83104.1,XP_012172988.1,2e-07
KMQ83104.1,XP_012172988.1,6e-07
KMQ83104.1,XP_012172988.1,4e-06
KMQ83104.1,XP_012172988.1,7e-06
KMQ83104.1,XP_012172988.1,1e-05
KMQ83104.1,XP_012172988.1,7e-05
KMQ83105.1,XP_012174870.1,5e-28
KMQ83106.1,XP_012175976.1,2e-60
KMQ83111.1,XP_003401691.1,3e-77
KMQ83122.1,XP_012170232.1,3e-86
KMQ83123.1,XP_012174962.1,4e-21
KMQ83125.1,XP_012168080.1,1e-08
KMQ83126.1,XP_012174538.1,2e-11
KMQ83128.1,XP_012164960.1,1e-101
KMQ83131.1,XP_012175470.1,1e-06
KMQ83134.1,XP_003393379.1,7e-27
KMQ83135.1,XP_012175337.1,1e-11
KMQ83137.1,XP_012165933.1,4e-05
KMQ83142.1,XP_012166572.1,1e-45
KMQ83153.1,XP_003400853.1,2e-13
KMQ83154.1,XP_012175842.1,5e-111
KMQ83158.1,XP_012176290.1,5e-41
KMQ83165.1,XP_012175449.1,7e-64
KMQ83166.1,XP_012175533.1,7e-07
KMQ83169.1,XP_003392984.1,8e-44
KMQ83172.1,XP_012169962.1,2e-28
KMQ83177.1,XP_012175273.1,2e-07
KMQ83180.1,XP_012176065.1,8e-136
KMQ83182.1,XP_012172167.1,7e-51
KMQ83184.1,XP_003399227.1,3e-83
KMQ83184.1,XP_003399227.1,8e-23
KMQ83184.1,XP_003399227.1,1e-21
KMQ83184.1,XP_003399227.1,5e-21
KMQ83184.1,XP_003399227.1,2e-20
KMQ83184.1,XP_003399227.1,3e-20
KMQ83184.1,XP_003399227.1,1e-19
KMQ83184.1,XP_003399227.1,3e-19
KMQ83184.1,XP_003399227.1,1e-18
KMQ83184.1,XP_003399227.1,9e-18
KMQ83184.1,XP_003399227.1,2e-17
KMQ83184.1,XP_003399227.1,4e-16
KMQ83184.1,XP_003399227.1,6e-14
KMQ83184.1,XP_003399227.1,9e-14
KMQ83184.1,XP_003399227.1,8e-13
KMQ83184.1,XP_003399227.1,3e-11
KMQ83184.1,XP_003399227.1,8e-11
KMQ83184.1,XP_003399227.1,1e-10
KMQ83184.1,XP_003399227.1,3e-10
KMQ83184.1,XP_003399227.1,4e-10
KMQ83184.1,XP_003399227.1,1e-09
KMQ83184.1,XP_003399227.1,7e-08
KMQ83185.1,XP_012166717.1,6e-86
KMQ83186.1,XP_003398615.1,4e-10
KMQ83187.1,XP_003398461.1,4e-165
KMQ83188.1,XP_012176065.1,3e-118
KMQ83189.1,XP_012168098.1,2e-11
KMQ83190.1,XP_003400181.1,1e-110
KMQ83190.1,XP_003400181.1,1e-30
KMQ83196.1,XP_012167567.1,4e-22
KMQ83197.1,XP_012173830.1,6e-37
KMQ83200.1,XP_003402792.1,3e-30
KMQ83201.1,XP_003399091.1,7e-73
KMQ83202.1,XP_012171921.1,2e-26
KMQ83205.1,XP_012176065.1,2e-62
KMQ83207.1,XP_003401566.2,8e-23
KMQ83213.1,XP_012174005.1,3e-17
KMQ83214.1,XP_012176307.1,2e-62
KMQ83221.1,XP_012164720.1,3e-19
KMQ83223.1,XP_012171362.1,2e-33
KMQ83225.1,XP_012174005.1,1e-21
KMQ83226.1,XP_012174699.1,4e-25
KMQ83228.1,XP_012176307.1,1e-07
KMQ83229.1,XP_012172861.1,1e-11
KMQ83231.1,XP_012169322.1,1e-16
KMQ83235.1,XP_012164033.1,1e-13
KMQ83237.1,XP_003398424.1,2e-17
KMQ83238.1,XP_012175336.1,2e-12
KMQ83239.1,XP_003402587.2,9e-45
KMQ83241.1,XP_003395623.1,2e-168
KMQ83242.1,XP_012168312.1,5e-17
KMQ83242.1,XP_012168312.1,2e-12
KMQ83248.1,XP_012176211.1,1e-158
KMQ83249.1,XP_012174528.1,2e-11
KMQ83250.1,XP_003393539.1,2e-61
KMQ83251.1,XP_012170360.1,1e-34
KMQ83252.1,XP_012169820.1,1e-26
KMQ83252.1,XP_012169820.1,4e-24
KMQ83252.1,XP_012169820.1,6e-17
KMQ83252.1,XP_012169820.1,3e-07
KMQ83252.1,XP_012169820.1,4e-06
KMQ83256.1,XP_012175539.1,6e-16
KMQ83257.1,XP_012176060.1,5e-64
KMQ83258.1,XP_012166572.1,3e-155
KMQ83259.1,XP_012170360.1,2e-12
KMQ83263.1,XP_012165840.1,8e-09
KMQ83265.1,XP_012165761.1,1e-23
KMQ83266.1,XP_012173314.1,3e-87
KMQ83267.1,XP_012174528.1,6e-09
KMQ83267.1,XP_012174528.1,9e-08
KMQ83269.1,XP_003394249.1,2e-26
KMQ83270.1,XP_012166882.1,4e-28
KMQ83274.1,XP_012171920.1,4e-19
KMQ83276.1,XP_012170995.1,8e-32
KMQ83277.1,XP_012174005.1,1e-26
KMQ83281.1,XP_012171654.1,3e-21
KMQ83283.1,XP_012174005.1,2e-08
KMQ83285.1,XP_012175336.1,1e-20
KMQ83286.1,XP_003394196.1,2e-102
KMQ83291.1,XP_003397856.1,8e-49
KMQ83297.1,XP_012168946.1,1e-07
KMQ83298.1,XP_012175522.1,2e-89
KMQ83299.1,XP_012174000.1,5e-73
KMQ83300.1,XP_012172982.1,2e-41
KMQ83303.1,XP_012175542.1,1e-16
KMQ83304.1,XP_003397302.1,1e-27
KMQ83306.1,XP_003398424.1,3e-09
KMQ83308.1,XP_012176306.1,6e-17
KMQ83310.1,XP_012176290.1,9e-31
KMQ83315.1,XP_003396093.1,2e-59
KMQ83316.1,XP_003395299.2,1e-07
KMQ83318.1,XP_012172594.1,1e-23
KMQ83321.1,XP_012163563.1,3e-33
KMQ83322.1,XP_012176307.1,1e-37
KMQ83323.1,XP_003394473.1,3e-07
KMQ83325.1,XP_003400142.1,1e-104
KMQ83328.1,XP_012174864.1,2e-17
KMQ83331.1,XP_012174528.1,2e-23
KMQ83332.1,XP_012175542.1,1e-16
KMQ83334.1,XP_012168908.1,2e-18
KMQ83335.1,XP_012163822.1,2e-41
KMQ83338.1,XP_003402635.1,4e-05
KMQ83339.1,XP_012170269.1,4e-30
KMQ83341.1,XP_012166717.1,8e-60
KMQ83344.1,XP_012166538.1,2e-35
KMQ83346.1,XP_012176083.1,3e-46
KMQ83349.1,XP_003394026.2,4e-51
KMQ83351.1,XP_003393637.1,2e-15
KMQ83352.1,XP_003400755.1,8e-10
KMQ83354.1,XP_012170186.1,0.0
KMQ83356.1,XP_003398404.1,4e-14
KMQ83357.1,XP_012176307.1,5e-46
KMQ83358.1,XP_012175268.1,6e-15
KMQ83359.1,XP_003397408.1,2e-30
KMQ83362.1,XP_012170579.1,4e-161
KMQ83371.1,XP_012172861.1,2e-12
KMQ83373.1,XP_012168446.1,1e-27
KMQ83374.1,XP_003393388.2,2e-67
KMQ83378.1,XP_012175449.1,5e-99
KMQ83379.1,XP_012166324.1,3e-56
KMQ83380.1,XP_012168151.1,1e-45
KMQ83382.1,XP_003396199.1,1e-14
KMQ83385.1,XP_012171986.1,5e-10
KMQ83389.1,XP_012168151.1,5e-22
KMQ83391.1,XP_012164730.1,2e-92
KMQ83397.1,XP_012164720.1,4e-11
KMQ83398.1,XP_012163533.1,2e-43
KMQ83398.1,XP_012163533.1,1e-10
KMQ83401.1,XP_003397389.1,4e-09
KMQ83402.1,XP_012167635.1,1e-78
KMQ83403.1,XP_012175975.1,3e-13
KMQ83404.1,XP_003398424.1,3e-06
KMQ83405.1,XP_012166585.1,2e-35
KMQ83407.1,XP_012173829.1,6e-78
KMQ83410.1,XP_003400851.1,8e-06
KMQ83412.1,XP_012176290.1,8e-22
KMQ83414.1,XP_003392984.1,2e-121
KMQ83415.1,XP_012171815.1,7e-05
KMQ83416.1,XP_012174871.1,1e-88
KMQ83417.1,XP_003399722.1,3e-76
KMQ83419.1,XP_003394668.1,4e-87
KMQ83420.1,XP_003394318.1,5e-29
KMQ83421.1,XP_012176307.1,2e-79
KMQ83423.1,XP_012163679.1,6e-48
KMQ83427.1,XP_012168080.1,2e-18
KMQ83432.1,XP_012166717.1,5e-27
KMQ83434.1,XP_012169820.1,5e-16
KMQ83434.1,XP_012169820.1,8e-15
KMQ83437.1,XP_012176060.1,8e-73
KMQ83438.1,XP_012171921.1,3e-30
KMQ83439.1,XP_012171921.1,1e-29
KMQ83442.1,XP_003395513.1,2e-15
KMQ83443.1,XP_012174699.1,2e-20
KMQ83445.1,XP_012167789.1,3e-157
KMQ83447.1,XP_012168046.1,3e-136
KMQ83448.1,XP_012166156.1,8e-15
KMQ83449.1,XP_003401566.2,4e-17
KMQ83451.1,XP_012172904.1,7e-86
KMQ83453.1,XP_012176306.1,3e-15
KMQ83455.1,XP_012176743.1,6e-103
KMQ83455.1,XP_012176743.1,3e-30
KMQ83455.1,XP_012176743.1,8e-29
KMQ83455.1,XP_012176743.1,2e-26
KMQ83455.1,XP_012176743.1,6e-26
KMQ83455.1,XP_012176743.1,7e-26
KMQ83455.1,XP_012176743.1,2e-24
KMQ83455.1,XP_012176743.1,3e-23
KMQ83455.1,XP_012176743.1,4e-23
KMQ83455.1,XP_012176743.1,1e-21
KMQ83455.1,XP_012176743.1,9e-19
KMQ83455.1,XP_012176743.1,9e-17
KMQ83455.1,XP_012176743.1,7e-16
KMQ83455.1,XP_012176743.1,4e-09
KMQ83459.1,XP_012168380.1,1e-18
KMQ83460.1,XP_012175340.1,3e-23
KMQ83461.1,XP_003393227.2,7e-109
KMQ83463.1,XP_012175449.1,2e-100
KMQ83464.1,XP_012174005.1,1e-29
KMQ83465.1,XP_012174005.1,9e-30
KMQ83466.1,XP_012169963.1,3e-16
KMQ83467.1,XP_003394219.1,6e-45
KMQ83469.1,XP_003399544.1,4e-39
KMQ83470.1,XP_003398424.1,3e-27
KMQ83471.1,XP_012171987.1,5e-35
KMQ83474.1,XP_003397719.1,5e-07
KMQ83476.1,XP_012175057.1,3e-10
KMQ83477.1,XP_012164852.1,1e-21
KMQ83478.1,XP_012174699.1,6e-05
KMQ83479.1,XP_012176060.1,4e-62
KMQ83483.1,XP_012174242.1,1e-15
KMQ83484.1,XP_012166717.1,1e-69
KMQ83488.1,XP_012176109.1,1e-40
KMQ83489.1,XP_003398002.1,2e-12
KMQ83490.1,XP_003402397.2,1e-59
KMQ83491.1,XP_003396675.1,9e-08
KMQ83497.1,XP_012174861.1,3e-09
KMQ83499.1,XP_003394859.1,6e-92
KMQ83500.1,XP_012174374.1,1e-42
KMQ83501.1,NP_001267862.1,2e-123
KMQ83503.1,XP_003393077.1,1e-26
KMQ83504.1,XP_003402610.1,5e-48
KMQ83505.1,XP_012166572.1,5e-107
KMQ83508.1,XP_012174699.1,2e-09
KMQ83514.1,XP_012165439.1,7e-116
KMQ83515.1,XP_012176307.1,9e-34
KMQ83517.1,XP_003403334.1,1e-44
KMQ83519.1,XP_012170430.1,1e-55
KMQ83525.1,XP_003399108.2,4e-05
KMQ83527.1,XP_012175336.1,3e-10
KMQ83528.1,XP_003397264.1,1e-129
KMQ83529.1,XP_012166669.1,2e-07
KMQ83531.1,XP_012175337.1,2e-52
KMQ83542.1,XP_012167386.1,3e-06
KMQ83544.1,XP_012175336.1,1e-18
KMQ83545.1,XP_012170773.1,2e-55
KMQ83550.1,XP_012163357.1,2e-121
KMQ83551.1,XP_012175336.1,5e-35
KMQ83552.1,XP_012175337.1,1e-11
KMQ83553.1,XP_012173997.1,3e-41
KMQ83561.1,XP_012163347.1,2e-126
KMQ83562.1,XP_003398896.1,6e-85
KMQ83563.1,XP_012175533.1,2e-05
KMQ83567.1,XP_012168120.1,4e-108
KMQ83569.1,XP_012169149.1,4e-93
KMQ83570.1,XP_012169401.1,4e-16
KMQ83571.1,XP_012164068.1,2e-97
KMQ83572.1,XP_003398353.1,9e-29
KMQ83577.1,XP_012175337.1,1e-18
KMQ83579.1,XP_012164720.1,3e-24
KMQ83586.1,XP_012174825.1,6e-80
KMQ83590.1,XP_012174109.1,2e-23
KMQ83594.1,XP_003399642.1,2e-95
KMQ83596.1,XP_012174699.1,2e-18
KMQ83602.1,XP_003398424.1,1e-22
KMQ83603.1,XP_012167814.1,4e-32
KMQ83606.1,XP_012164720.1,3e-28
KMQ83611.1,XP_012173737.1,4e-05
KMQ83612.1,XP_003398615.1,3e-17
KMQ83615.1,XP_003400510.1,4e-07
KMQ83623.1,XP_012167621.1,8e-75
KMQ83630.1,XP_003393281.1,0.0
KMQ83630.1,XP_003393281.1,1e-15
KMQ83631.1,XP_003398778.1,7e-23
KMQ83633.1,XP_012166717.1,2e-35
KMQ83634.1,XP_012174699.1,4e-24
KMQ83636.1,XP_012168908.1,7e-62
KMQ83639.1,XP_012176276.1,5e-47
KMQ83639.1,XP_012176276.1,8e-36
KMQ83639.1,XP_012176276.1,2e-35
KMQ83639.1,XP_012176276.1,1e-33
KMQ83639.1,XP_012176276.1,2e-33
KMQ83639.1,XP_012176276.1,4e-33
KMQ83639.1,XP_012176276.1,5e-33
KMQ83639.1,XP_012176276.1,9e-33
KMQ83639.1,XP_012176276.1,2e-32
KMQ83639.1,XP_012176276.1,4e-32
KMQ83639.1,XP_012176276.1,7e-32
KMQ83639.1,XP_012176276.1,8e-32
KMQ83639.1,XP_012176276.1,1e-31
KMQ83639.1,XP_012176276.1,2e-31
KMQ83639.1,XP_012176276.1,3e-31
KMQ83639.1,XP_012176276.1,5e-31
KMQ83639.1,XP_012176276.1,8e-31
KMQ83639.1,XP_012176276.1,1e-30
KMQ83639.1,XP_012176276.1,4e-30
KMQ83639.1,XP_012176276.1,6e-30
KMQ83639.1,XP_012176276.1,7e-30
KMQ83639.1,XP_012176276.1,9e-30
KMQ83639.1,XP_012176276.1,5e-29
KMQ83639.1,XP_012176276.1,6e-29
KMQ83639.1,XP_012176276.1,7e-29
KMQ83639.1,XP_012176276.1,1e-28
KMQ83639.1,XP_012176276.1,2e-28
KMQ83639.1,XP_012176276.1,4e-28
KMQ83639.1,XP_012176276.1,5e-28
KMQ83639.1,XP_012176276.1,6e-28
KMQ83639.1,XP_012176276.1,1e-27
KMQ83639.1,XP_012176276.1,4e-27
KMQ83639.1,XP_012176276.1,5e-27
KMQ83639.1,XP_012176276.1,6e-27
KMQ83639.1,XP_012176276.1,7e-27
KMQ83639.1,XP_012176276.1,8e-27
KMQ83639.1,XP_012176276.1,1e-26
KMQ83639.1,XP_012176276.1,3e-26
KMQ83639.1,XP_012176276.1,4e-26
KMQ83639.1,XP_012176276.1,5e-26
KMQ83639.1,XP_012176276.1,6e-26
KMQ83639.1,XP_012176276.1,9e-26
KMQ83639.1,XP_012176276.1,1e-25
KMQ83639.1,XP_012176276.1,2e-25
KMQ83639.1,XP_012176276.1,3e-25
KMQ83639.1,XP_012176276.1,5e-25
KMQ83639.1,XP_012176276.1,6e-25
KMQ83639.1,XP_012176276.1,7e-25
KMQ83639.1,XP_012176276.1,9e-25
KMQ83639.1,XP_012176276.1,1e-24
KMQ83639.1,XP_012176276.1,4e-24
KMQ83639.1,XP_012176276.1,5e-24
KMQ83639.1,XP_012176276.1,6e-24
KMQ83639.1,XP_012176276.1,1e-23
KMQ83639.1,XP_012176276.1,2e-23
KMQ83639.1,XP_012176276.1,3e-23
KMQ83639.1,XP_012176276.1,4e-23
KMQ83639.1,XP_012176276.1,7e-23
KMQ83639.1,XP_012176276.1,8e-23
KMQ83639.1,XP_012176276.1,1e-22
KMQ83639.1,XP_012176276.1,2e-22
KMQ83639.1,XP_012176276.1,4e-22
KMQ83639.1,XP_012176276.1,5e-22
KMQ83639.1,XP_012176276.1,7e-22
KMQ83639.1,XP_012176276.1,1e-21
KMQ83639.1,XP_012176276.1,3e-21
KMQ83639.1,XP_012176276.1,5e-21
KMQ83639.1,XP_012176276.1,6e-21
KMQ83639.1,XP_012176276.1,2e-19
KMQ83639.1,XP_012176276.1,2e-18
KMQ83639.1,XP_012176276.1,1e-17
KMQ83639.1,XP_012176276.1,8e-15
KMQ83639.1,XP_012176276.1,1e-14
KMQ83639.1,XP_012176276.1,6e-14
KMQ83639.1,XP_012176276.1,2e-13
KMQ83639.1,XP_012176276.1,9e-13
KMQ83639.1,XP_012176276.1,9e-12
KMQ83639.1,XP_012176276.1,1e-09
KMQ83639.1,XP_012176276.1,2e-09
KMQ83639.1,XP_012176276.1,4e-09
KMQ83639.1,XP_012176276.1,5e-09
KMQ83639.1,XP_012176276.1,6e-09
KMQ83639.1,XP_012176276.1,7e-09
KMQ83639.1,XP_012176276.1,8e-09
KMQ83639.1,XP_012176276.1,1e-08
KMQ83639.1,XP_012176276.1,2e-08
KMQ83639.1,XP_012176276.1,4e-08
KMQ83639.1,XP_012176276.1,5e-08
KMQ83639.1,XP_012176276.1,8e-08
KMQ83639.1,XP_012176276.1,1e-07
KMQ83639.1,XP_012176276.1,2e-07
KMQ83639.1,XP_012176276.1,4e-07
KMQ83639.1,XP_012176276.1,1e-06
KMQ83639.1,XP_012176276.1,2e-06
KMQ83639.1,XP_012176276.1,4e-06
KMQ83639.1,XP_012176276.1,5e-06
KMQ83639.1,XP_012176276.1,8e-06
KMQ83639.1,XP_012176276.1,9e-06
KMQ83639.1,XP_012176276.1,1e-05
KMQ83639.1,XP_012176276.1,2e-05
KMQ83639.1,XP_012176276.1,3e-05
KMQ83639.1,XP_012176276.1,4e-05
KMQ83639.1,XP_012176276.1,6e-05
KMQ83639.1,XP_012176276.1,1e-04
KMQ83640.1,XP_012176276.1,1e-51
KMQ83640.1,XP_012176276.1,1e-36
KMQ83640.1,XP_012176276.1,5e-36
KMQ83640.1,XP_012176276.1,6e-36
KMQ83640.1,XP_012176276.1,1e-35
KMQ83640.1,XP_012176276.1,3e-35
KMQ83640.1,XP_012176276.1,5e-35
KMQ83640.1,XP_012176276.1,3e-34
KMQ83640.1,XP_012176276.1,8e-34
KMQ83640.1,XP_012176276.1,5e-33
KMQ83640.1,XP_012176276.1,8e-33
KMQ83640.1,XP_012176276.1,9e-33
KMQ83640.1,XP_012176276.1,5e-32
KMQ83640.1,XP_012176276.1,9e-32
KMQ83640.1,XP_012176276.1,8e-31
KMQ83640.1,XP_012176276.1,9e-31
KMQ83640.1,XP_012176276.1,1e-29
KMQ83640.1,XP_012176276.1,5e-29
KMQ83640.1,XP_012176276.1,1e-28
KMQ83640.1,XP_012176276.1,7e-28
KMQ83640.1,XP_012176276.1,2e-27
KMQ83640.1,XP_012176276.1,5e-27
KMQ83640.1,XP_012176276.1,1e-26
KMQ83640.1,XP_012176276.1,2e-26
KMQ83640.1,XP_012176276.1,4e-26
KMQ83640.1,XP_012176276.1,8e-26
KMQ83640.1,XP_012176276.1,1e-25
KMQ83640.1,XP_012176276.1,2e-25
KMQ83640.1,XP_012176276.1,4e-25
KMQ83640.1,XP_012176276.1,5e-25
KMQ83640.1,XP_012176276.1,7e-25
KMQ83640.1,XP_012176276.1,1e-24
KMQ83640.1,XP_012176276.1,2e-24
KMQ83640.1,XP_012176276.1,3e-24
KMQ83640.1,XP_012176276.1,4e-24
KMQ83640.1,XP_012176276.1,5e-24
KMQ83640.1,XP_012176276.1,6e-24
KMQ83640.1,XP_012176276.1,1e-23
KMQ83640.1,XP_012176276.1,2e-23
KMQ83640.1,XP_012176276.1,3e-23
KMQ83640.1,XP_012176276.1,4e-23
KMQ83640.1,XP_012176276.1,5e-23
KMQ83640.1,XP_012176276.1,6e-23
KMQ83640.1,XP_012176276.1,7e-23
KMQ83640.1,XP_012176276.1,9e-23
KMQ83640.1,XP_012176276.1,1e-22
KMQ83640.1,XP_012176276.1,2e-22
KMQ83640.1,XP_012176276.1,3e-22
KMQ83640.1,XP_012176276.1,4e-22
KMQ83640.1,XP_012176276.1,6e-22
KMQ83640.1,XP_012176276.1,7e-22
KMQ83640.1,XP_012176276.1,1e-21
KMQ83640.1,XP_012176276.1,2e-21
KMQ83640.1,XP_012176276.1,4e-21
KMQ83640.1,XP_012176276.1,5e-21
KMQ83640.1,XP_012176276.1,8e-21
KMQ83640.1,XP_012176276.1,1e-20
KMQ83640.1,XP_012176276.1,2e-20
KMQ83640.1,XP_012176276.1,3e-20
KMQ83640.1,XP_012176276.1,4e-20
KMQ83640.1,XP_012176276.1,1e-19
KMQ83640.1,XP_012176276.1,2e-19
KMQ83640.1,XP_012176276.1,5e-19
KMQ83640.1,XP_012176276.1,7e-19
KMQ83640.1,XP_012176276.1,4e-18
KMQ83640.1,XP_012176276.1,3e-15
KMQ83640.1,XP_012176276.1,4e-15
KMQ83640.1,XP_012176276.1,6e-14
KMQ83640.1,XP_012176276.1,7e-14
KMQ83640.1,XP_012176276.1,6e-12
KMQ83640.1,XP_012176276.1,2e-11
KMQ83640.1,XP_012176276.1,3e-11
KMQ83640.1,XP_012176276.1,9e-11
KMQ83640.1,XP_012176276.1,2e-10
KMQ83640.1,XP_012176276.1,4e-10
KMQ83640.1,XP_012176276.1,2e-09
KMQ83640.1,XP_012176276.1,3e-09
KMQ83640.1,XP_012176276.1,5e-09
KMQ83640.1,XP_012176276.1,7e-09
KMQ83640.1,XP_012176276.1,9e-09
KMQ83640.1,XP_012176276.1,2e-08
KMQ83640.1,XP_012176276.1,3e-08
KMQ83640.1,XP_012176276.1,4e-08
KMQ83640.1,XP_012176276.1,1e-07
KMQ83640.1,XP_012176276.1,2e-07
