lf,am,evalue
TRINITY_DN10382_c0_g1_i1|m.2018,XP_012173048.1,0.0
TRINITY_DN10383_c0_g1_i1|m.2169,XP_012166218.1,0.0
TRINITY_DN10385_c0_g1_i1|m.1917,XP_003400241.1,2e-122
TRINITY_DN10385_c1_g2_i1|m.1919,XP_003402655.1,1e-173
TRINITY_DN10386_c0_g1_i1|m.2006,XP_003401916.2,8e-150
TRINITY_DN10388_c0_g1_i1|m.2081,XP_012174567.1,1e-150
TRINITY_DN10388_c0_g2_i1|m.2082,XP_012174567.1,2e-59
TRINITY_DN10389_c0_g1_i1|m.2168,XP_012171201.1,0.0
TRINITY_DN1038_c0_g1_i1|m.10482,XP_003400685.1,8e-67
TRINITY_DN10390_c0_g1_i1|m.1913,XP_003394417.1,7e-105
TRINITY_DN10391_c1_g1_i1|m.2051,XP_003401395.2,0.0
TRINITY_DN10393_c0_g1_i1|m.1942,XP_003398315.1,2e-172
TRINITY_DN10394_c0_g1_i1|m.2013,XP_012176549.1,2e-30
TRINITY_DN10395_c1_g1_i1|m.2105,XP_003394260.1,0.0
TRINITY_DN10396_c0_g1_i1|m.1903,XP_003397805.1,1e-35
TRINITY_DN10399_c0_g1_i1|m.1958,XP_012166487.1,0.0
TRINITY_DN103_c0_g1_i1|m.49657,XP_003399934.1,9e-05
TRINITY_DN10400_c0_g2_i1|m.42077,XP_012170545.1,9e-147
TRINITY_DN10401_c0_g2_i1|m.42230,XP_012171944.1,0.0
TRINITY_DN10402_c0_g1_i1|m.41967,XP_012169807.1,0.0
TRINITY_DN10403_c0_g1_i1|m.42192,XP_012174149.1,0.0
TRINITY_DN10404_c0_g1_i1|m.42033,XP_012175916.1,3e-97
TRINITY_DN10405_c0_g1_i1|m.42160,XP_012164790.1,0.0
TRINITY_DN10406_c0_g2_i1|m.42056,XP_012175067.1,6e-121
TRINITY_DN10406_c0_g3_i1|m.42058,XP_012175067.1,3e-122
TRINITY_DN10406_c0_g3_i1|m.42060,XP_012175065.1,2e-61
TRINITY_DN10408_c0_g1_i1|m.42260,XP_012172102.1,4e-14
TRINITY_DN10408_c0_g1_i1|m.42257,XP_012172102.1,0.0
TRINITY_DN10409_c0_g1_i1|m.42014,XP_003401451.1,3e-57
TRINITY_DN1040_c0_g1_i1|m.10525,XP_012170326.1,1e-141
TRINITY_DN10410_c1_g1_i1|m.42143,XP_012168577.1,6e-138
TRINITY_DN10410_c1_g2_i1|m.42145,XP_003398777.1,3e-178
TRINITY_DN10410_c1_g3_i1|m.42147,XP_003398777.1,1e-29
TRINITY_DN10410_c1_g4_i1|m.42149,XP_003398777.1,9e-32
TRINITY_DN10410_c2_g1_i1|m.42150,XP_003401321.1,0.0
TRINITY_DN10411_c0_g1_i1|m.42107,XP_003397119.1,4e-126
TRINITY_DN10413_c0_g1_i1|m.41977,XP_012164585.1,0.0
TRINITY_DN10414_c0_g1_i1|m.42127,XP_003396117.1,4e-91
TRINITY_DN10414_c0_g1_i1|m.42126,XP_003396117.1,0.0
TRINITY_DN10415_c0_g1_i1|m.41962,XP_003396875.1,4e-153
TRINITY_DN10417_c0_g1_i1|m.42162,XP_012166324.1,3e-180
TRINITY_DN10418_c0_g1_i1|m.42288,XP_012171875.1,0.0
TRINITY_DN10419_c0_g1_i1|m.42067,XP_012167473.1,8e-131
TRINITY_DN10420_c0_g1_i1|m.42045,XP_003396210.1,1e-143
TRINITY_DN10420_c0_g2_i1|m.42049,XP_003396210.1,1e-143
TRINITY_DN10421_c0_g1_i1|m.42215,XP_012163975.1,2e-50
TRINITY_DN10421_c0_g1_i1|m.42216,XP_012163975.1,3e-55
TRINITY_DN10422_c0_g1_i1|m.42221,XP_003399637.1,1e-64
TRINITY_DN10422_c0_g1_i1|m.42220,XP_012170151.1,3e-158
TRINITY_DN10423_c0_g1_i1|m.42123,XP_003399823.1,0.0
TRINITY_DN10424_c0_g1_i1|m.42246,XP_003400033.1,0.0
TRINITY_DN10425_c0_g1_i1|m.42185,XP_012172001.1,0.0
TRINITY_DN10426_c0_g2_i1|m.42137,XP_012174040.1,2e-11
TRINITY_DN10427_c0_g1_i1|m.42184,XP_003401007.1,0.0
TRINITY_DN10428_c0_g1_i1|m.42152,XP_012169583.1,3e-108
TRINITY_DN10428_c0_g2_i1|m.42156,XP_012169583.1,2e-17
TRINITY_DN10429_c0_g1_i1|m.42023,XP_012164666.1,0.0
TRINITY_DN10429_c0_g2_i1|m.42027,XP_012164666.1,4e-167
TRINITY_DN10430_c0_g1_i1|m.42028,XP_003402540.1,0.0
TRINITY_DN10431_c0_g1_i1|m.42116,XP_003395483.1,0.0
TRINITY_DN10431_c0_g1_i1|m.42115,XP_003395483.1,0.0
TRINITY_DN10432_c0_g1_i1|m.42097,XP_003395326.1,0.0
TRINITY_DN10434_c0_g1_i1|m.42158,XP_012168845.1,0.0
TRINITY_DN10437_c0_g1_i1|m.42108,XP_003394368.2,0.0
TRINITY_DN10440_c0_g1_i1|m.42139,XP_012167124.1,2e-114
TRINITY_DN10440_c0_g2_i1|m.42140,XP_012167124.1,2e-114
TRINITY_DN10441_c0_g1_i1|m.42019,XP_012164549.1,0.0
TRINITY_DN10441_c0_g1_i1|m.42020,XP_012164549.1,8e-83
TRINITY_DN10442_c0_g1_i1|m.42157,XP_012169152.1,5e-42
TRINITY_DN10444_c0_g1_i1|m.42179,XP_003393446.1,1e-117
TRINITY_DN10444_c0_g1_i1|m.42178,XP_003393446.1,3e-114
TRINITY_DN10447_c0_g1_i1|m.42051,XP_003396082.1,3e-123
TRINITY_DN10448_c0_g2_i1|m.41995,XP_012171278.1,0.0
TRINITY_DN10449_c0_g1_i1|m.42042,XP_012168376.1,0.0
TRINITY_DN10450_c0_g1_i1|m.42078,XP_012172370.1,1e-27
TRINITY_DN10450_c0_g1_i1|m.42079,XP_012172371.1,3e-25
TRINITY_DN10451_c0_g1_i1|m.42099,XP_003395685.1,0.0
TRINITY_DN10451_c0_g1_i1|m.42100,XP_003395685.1,6e-61
TRINITY_DN10453_c1_g1_i1|m.41969,XP_012174772.1,0.0
TRINITY_DN10455_c0_g1_i1|m.42212,XP_003398714.1,0.0
TRINITY_DN10456_c0_g1_i1|m.42039,XP_012173653.1,0.0
TRINITY_DN10457_c0_g1_i1|m.42005,XP_012165308.1,6e-86
TRINITY_DN10458_c0_g1_i1|m.42287,XP_003400175.2,0.0
TRINITY_DN10460_c0_g1_i1|m.42218,XP_012169868.1,0.0
TRINITY_DN10461_c0_g1_i1|m.42103,XP_012173015.1,5e-145
TRINITY_DN10463_c0_g1_i1|m.42196,XP_012175273.1,2e-13
TRINITY_DN10463_c0_g2_i1|m.42198,XP_012174869.1,1e-09
TRINITY_DN10464_c0_g1_i1|m.42301,XP_003394207.1,0.0
TRINITY_DN10464_c0_g1_i1|m.42300,XP_003394208.1,0.0
TRINITY_DN10464_c0_g2_i1|m.42304,XP_003394207.1,0.0
TRINITY_DN10464_c0_g2_i1|m.42305,XP_003394208.1,1e-49
TRINITY_DN10465_c0_g1_i1|m.42040,XP_012175888.1,5e-79
TRINITY_DN10466_c0_g1_i1|m.42075,XP_003395819.1,0.0
TRINITY_DN10466_c0_g1_i1|m.42076,XP_003395821.1,3e-40
TRINITY_DN10467_c0_g1_i1|m.42182,XP_012171467.1,0.0
TRINITY_DN10468_c1_g1_i1|m.42213,XP_012164063.1,0.0
TRINITY_DN10470_c0_g1_i1|m.42071,XP_012169854.1,0.0
TRINITY_DN10472_c0_g1_i1|m.42235,XP_012164772.1,0.0
TRINITY_DN10473_c0_g1_i1|m.42240,XP_012164100.1,2e-113
TRINITY_DN10474_c0_g1_i1|m.42130,XP_012166732.1,9e-50
TRINITY_DN10475_c0_g1_i1|m.42009,XP_012169017.1,1e-132
TRINITY_DN10476_c0_g2_i1|m.42013,XP_012169938.1,4e-86
TRINITY_DN10477_c0_g1_i1|m.42233,XP_012170065.1,0.0
TRINITY_DN10478_c0_g2_i1|m.42269,XP_012168065.1,0.0
TRINITY_DN10479_c0_g1_i1|m.42249,XP_012176366.1,8e-166
TRINITY_DN1047_c1_g1_i1|m.10501,XP_003397318.1,0.0
TRINITY_DN10480_c0_g1_i1|m.42298,XP_003403358.1,2e-133
TRINITY_DN10482_c0_g1_i1|m.42029,XP_012165949.1,1e-46
TRINITY_DN10483_c0_g1_i1|m.41975,XP_003398478.1,0.0
TRINITY_DN10484_c0_g1_i1|m.42293,XP_003399751.1,0.0
TRINITY_DN10485_c0_g1_i1|m.41990,XP_003396658.1,1e-99
TRINITY_DN10487_c0_g1_i1|m.42224,XP_003395617.1,0.0
TRINITY_DN10487_c0_g1_i1|m.42225,XP_003395627.1,3e-110
TRINITY_DN10489_c0_g1_i1|m.42248,XP_012164650.1,0.0
TRINITY_DN10490_c0_g1_i1|m.42091,XP_003398890.1,2e-179
TRINITY_DN10491_c0_g1_i1|m.42031,XP_012170359.1,0.0
TRINITY_DN10491_c0_g3_i1|m.42032,XP_003400848.1,0.0
TRINITY_DN10493_c0_g1_i1|m.42200,XP_012175339.1,0.0
TRINITY_DN10494_c0_g1_i1|m.42296,XP_012172526.1,6e-27
TRINITY_DN10495_c0_g1_i1|m.41997,XP_012164222.1,0.0
TRINITY_DN10495_c0_g2_i1|m.42003,XP_012164222.1,0.0
TRINITY_DN10496_c0_g1_i1|m.42237,XP_012164515.1,0.0
TRINITY_DN10500_c0_g1_i1|m.47827,XP_003394115.1,0.0
TRINITY_DN10502_c0_g2_i1|m.47691,XP_003401408.1,4e-109
TRINITY_DN10503_c0_g1_i1|m.47563,XP_003398888.1,0.0
TRINITY_DN10504_c0_g1_i1|m.47640,XP_012172125.1,0.0
TRINITY_DN10506_c0_g2_i1|m.47781,XP_012170273.1,2e-64
TRINITY_DN10507_c0_g1_i1|m.47829,XP_003399367.1,2e-69
TRINITY_DN10508_c0_g1_i1|m.47529,XP_003401446.1,5e-66
TRINITY_DN10508_c0_g1_i1|m.47528,XP_003401445.1,1e-98
TRINITY_DN10509_c0_g1_i1|m.47578,XP_003393359.1,0.0
TRINITY_DN10510_c0_g1_i1|m.47607,XP_003400215.1,7e-44
TRINITY_DN10510_c0_g1_i1|m.47605,XP_003400216.1,4e-140
TRINITY_DN10513_c0_g1_i1|m.47543,XP_003393487.1,0.0
TRINITY_DN10515_c0_g1_i1|m.47656,XP_012166926.1,6e-62
TRINITY_DN10516_c0_g1_i1|m.47776,XP_012166092.1,0.0
TRINITY_DN10517_c0_g1_i1|m.47577,XP_012163110.1,7e-164
TRINITY_DN10519_c0_g1_i1|m.47636,XP_012172758.1,2e-111
TRINITY_DN10520_c0_g1_i1|m.47735,XP_003399354.1,0.0
TRINITY_DN10522_c0_g1_i1|m.47631,XP_003400988.1,5e-125
TRINITY_DN10522_c0_g1_i1|m.47630,XP_003401188.1,2e-107
TRINITY_DN10523_c0_g1_i1|m.47789,XP_012176093.1,0.0
TRINITY_DN10523_c0_g1_i1|m.47790,XP_012176097.1,3e-20
TRINITY_DN10524_c0_g1_i1|m.47749,XP_003399922.1,0.0
TRINITY_DN10525_c0_g1_i1|m.47603,XP_003398035.1,3e-75
TRINITY_DN10527_c0_g1_i1|m.47539,NP_001267840.1,1e-75
TRINITY_DN10531_c0_g1_i1|m.47517,XP_003401463.1,2e-172
TRINITY_DN10532_c0_g1_i1|m.47793,XP_012166272.1,0.0
TRINITY_DN10532_c1_g1_i1|m.47796,XP_012166405.1,0.0
TRINITY_DN10533_c0_g1_i1|m.47553,XP_012175594.1,0.0
TRINITY_DN10536_c0_g2_i1|m.47669,XP_003402605.1,8e-160
TRINITY_DN10538_c0_g1_i1|m.47501,XP_012165869.1,4e-145
TRINITY_DN10540_c0_g1_i1|m.47720,XP_012175787.1,0.0
TRINITY_DN10540_c0_g2_i1|m.47721,XP_012175787.1,1e-110
TRINITY_DN10540_c0_g3_i1|m.47722,XP_012175787.1,2e-100
TRINITY_DN10542_c0_g1_i1|m.47826,XP_003397298.1,0.0
TRINITY_DN10544_c0_g1_i1|m.47766,XP_003397173.1,0.0
TRINITY_DN10545_c0_g1_i1|m.47637,XP_003400725.1,2e-96
TRINITY_DN10546_c0_g1_i1|m.47716,XP_012175800.1,0.0
TRINITY_DN10546_c0_g2_i1|m.47718,XP_012175800.1,0.0
TRINITY_DN10547_c0_g2_i1|m.47570,XP_012173425.1,1e-60
TRINITY_DN10547_c1_g1_i1|m.47571,XP_012166464.1,8e-72
TRINITY_DN10548_c0_g1_i1|m.47602,XP_003393053.1,2e-123
TRINITY_DN10549_c0_g1_i1|m.47518,XP_003394903.1,0.0
TRINITY_DN10550_c0_g1_i1|m.47646,XP_012166542.1,0.0
TRINITY_DN10551_c0_g1_i1|m.47675,XP_012167479.1,1e-75
TRINITY_DN10551_c0_g1_i1|m.47676,XP_012167483.1,5e-48
TRINITY_DN10553_c0_g1_i1|m.47505,XP_003401698.1,3e-62
TRINITY_DN10554_c0_g1_i1|m.47723,XP_012173194.1,2e-96
TRINITY_DN10554_c0_g2_i1|m.47727,XP_012168490.1,6e-07
TRINITY_DN10555_c0_g1_i1|m.47632,XP_012173327.1,0.0
TRINITY_DN10556_c0_g3_i1|m.47531,XP_003393612.1,8e-87
TRINITY_DN10557_c0_g1_i1|m.47665,XP_003397353.1,0.0
TRINITY_DN10558_c0_g1_i1|m.47808,XP_003396411.1,8e-51
TRINITY_DN10558_c0_g2_i1|m.47810,XP_012165050.1,0.0
TRINITY_DN10559_c0_g1_i1|m.47670,XP_012168622.1,9e-142
TRINITY_DN10561_c0_g1_i1|m.47655,XP_003392957.1,0.0
TRINITY_DN10562_c0_g1_i1|m.47708,XP_012174528.1,6e-11
TRINITY_DN10563_c0_g1_i1|m.47782,XP_012174241.1,0.0
TRINITY_DN10564_c0_g3_i1|m.47739,XP_003400406.1,0.0
TRINITY_DN10565_c0_g1_i1|m.47744,XP_012166281.1,2e-27
TRINITY_DN10568_c0_g3_i1|m.47671,XP_012173303.1,2e-73
TRINITY_DN10570_c1_g1_i1|m.47525,XP_012165158.1,2e-94
TRINITY_DN10570_c2_g1_i1|m.47526,XP_012164913.1,0.0
TRINITY_DN10571_c0_g1_i1|m.47576,XP_012174576.1,6e-149
TRINITY_DN10571_c0_g1_i1|m.47576,XP_012174576.1,2e-31
TRINITY_DN10572_c0_g1_i1|m.47753,XP_012168150.1,2e-111
TRINITY_DN10573_c0_g1_i1|m.47729,XP_003399087.1,0.0
TRINITY_DN10574_c0_g1_i1|m.47741,XP_003401432.1,0.0
TRINITY_DN10575_c0_g1_i1|m.47731,XP_003393179.1,0.0
TRINITY_DN10575_c0_g2_i1|m.47733,XP_003393179.1,0.0
TRINITY_DN10576_c0_g1_i1|m.47521,XP_003392983.2,4e-107
TRINITY_DN10578_c0_g1_i1|m.47759,XP_003399433.1,0.0
TRINITY_DN10579_c0_g1_i1|m.47773,XP_012165848.1,1e-121
TRINITY_DN10579_c0_g2_i1|m.47774,XP_012165846.1,0.0
TRINITY_DN10580_c1_g1_i1|m.47559,XP_012167542.1,0.0
TRINITY_DN10581_c0_g1_i1|m.47596,XP_003402398.2,0.0
TRINITY_DN10582_c0_g1_i1|m.47824,XP_003395534.1,2e-97
TRINITY_DN10583_c0_g1_i1|m.47822,XP_003397228.1,0.0
TRINITY_DN10585_c0_g1_i1|m.47629,XP_012175597.1,0.0
TRINITY_DN10586_c0_g1_i1|m.47549,XP_003401793.1,0.0
TRINITY_DN10587_c0_g1_i1|m.47582,XP_012168625.1,1e-167
TRINITY_DN1058_c0_g1_i1|m.10541,XP_012175611.1,5e-79
TRINITY_DN1058_c0_g2_i1|m.10542,XP_012175612.1,1e-36
TRINITY_DN10590_c0_g1_i1|m.47710,XP_012170308.1,4e-08
TRINITY_DN10590_c0_g1_i1|m.47711,XP_012163925.1,6e-37
TRINITY_DN10592_c0_g1_i1|m.47635,XP_003397024.1,2e-117
TRINITY_DN10593_c1_g1_i1|m.47828,XP_003402742.1,7e-30
TRINITY_DN10594_c0_g1_i1|m.47533,XP_003393036.1,2e-172
TRINITY_DN10594_c0_g1_i1|m.47534,XP_012163105.1,2e-29
TRINITY_DN10595_c0_g2_i1|m.47769,XP_003394192.1,7e-105
TRINITY_DN10597_c0_g1_i1|m.47730,XP_003401834.1,2e-97
TRINITY_DN10598_c1_g1_i1|m.47568,XP_012174929.1,0.0
TRINITY_DN10600_c0_g1_i1|m.48110,XP_012175289.1,9e-162
TRINITY_DN10600_c0_g1_i1|m.48109,XP_003397297.1,0.0
TRINITY_DN10602_c0_g1_i1|m.48099,XP_003392865.1,0.0
TRINITY_DN10602_c0_g1_i1|m.48099,XP_003392865.1,7e-33
TRINITY_DN10603_c0_g1_i1|m.48116,XP_012174336.1,0.0
TRINITY_DN10604_c0_g1_i1|m.47984,XP_003395757.1,0.0
TRINITY_DN10605_c0_g1_i1|m.48094,XP_012167756.1,0.0
TRINITY_DN10605_c0_g1_i1|m.48094,XP_012167756.1,1e-90
TRINITY_DN10606_c0_g1_i1|m.48065,XP_012169941.1,0.0
TRINITY_DN10607_c0_g1_i1|m.48093,XP_003396973.1,0.0
TRINITY_DN10608_c0_g1_i1|m.47955,XP_012173201.1,2e-42
TRINITY_DN10609_c0_g1_i1|m.47904,XP_012174278.1,3e-99
TRINITY_DN10610_c0_g1_i1|m.48041,XP_003392905.2,4e-102
TRINITY_DN10611_c0_g1_i1|m.48130,XP_012176628.1,1e-68
TRINITY_DN10611_c0_g2_i1|m.48131,XP_012176628.1,0.0
TRINITY_DN10613_c0_g1_i1|m.48067,XP_003393542.1,1e-91
TRINITY_DN10619_c0_g2_i1|m.47976,XP_012175066.1,2e-102
TRINITY_DN10619_c0_g2_i1|m.47977,XP_003393826.1,4e-68
TRINITY_DN10620_c0_g1_i1|m.48029,XP_012167119.1,0.0
TRINITY_DN10621_c0_g1_i1|m.48085,XP_012170193.1,3e-13
TRINITY_DN10621_c0_g1_i1|m.48084,XP_012173527.1,3e-138
TRINITY_DN10624_c0_g1_i1|m.48078,XP_012170785.1,0.0
TRINITY_DN10625_c0_g2_i1|m.48015,XP_003393384.1,0.0
TRINITY_DN10627_c0_g1_i1|m.47979,XP_012170447.1,0.0
TRINITY_DN10629_c0_g1_i1|m.48123,XP_003399482.1,1e-10
TRINITY_DN10631_c0_g1_i1|m.47948,XP_003393709.1,0.0
TRINITY_DN10633_c0_g1_i1|m.47991,XP_012168160.1,1e-118
TRINITY_DN10634_c0_g1_i1|m.47891,XP_003395174.1,0.0
TRINITY_DN10635_c0_g1_i1|m.47934,XP_003398488.1,6e-105
TRINITY_DN10636_c0_g1_i1|m.47922,XP_003400801.1,2e-112
TRINITY_DN10636_c0_g2_i1|m.47923,XP_003400801.1,1e-117
TRINITY_DN10637_c0_g1_i1|m.47933,XP_012169081.1,0.0
TRINITY_DN10639_c0_g1_i1|m.48120,XP_012175317.1,0.0
TRINITY_DN1063_c0_g1_i1|m.10508,XP_012163245.1,8e-37
TRINITY_DN1063_c0_g2_i1|m.10509,XP_003394897.1,3e-79
TRINITY_DN10640_c0_g1_i1|m.48111,XP_003402956.1,9e-09
TRINITY_DN10640_c1_g1_i1|m.48114,XP_012173322.1,2e-137
TRINITY_DN10641_c0_g1_i1|m.47874,XP_012175092.1,3e-135
TRINITY_DN10642_c0_g1_i1|m.47926,XP_012174453.1,0.0
TRINITY_DN10643_c0_g1_i1|m.47888,XP_012171493.1,6e-75
TRINITY_DN10646_c0_g1_i1|m.48026,XP_003402879.1,2e-60
TRINITY_DN10647_c0_g1_i1|m.48066,XP_003399376.1,0.0
TRINITY_DN10648_c0_g1_i1|m.47876,XP_003399969.1,3e-125
TRINITY_DN10650_c0_g1_i1|m.47939,XP_012173348.1,0.0
TRINITY_DN10652_c0_g1_i1|m.47944,XP_012173753.1,0.0
TRINITY_DN10653_c2_g1_i1|m.47997,XP_012166355.1,0.0
TRINITY_DN10654_c0_g1_i1|m.47953,XP_003403112.1,2e-53
TRINITY_DN10654_c0_g2_i1|m.47954,XP_003403112.1,1e-176
TRINITY_DN10657_c0_g1_i1|m.47881,XP_003398492.1,1e-150
TRINITY_DN10659_c0_g1_i1|m.47907,XP_012172659.1,0.0
TRINITY_DN10660_c0_g1_i1|m.48004,XP_003397583.1,6e-82
TRINITY_DN10661_c0_g1_i1|m.47990,XP_012168790.1,2e-68
TRINITY_DN10664_c1_g1_i1|m.47924,XP_012169108.1,0.0
TRINITY_DN10665_c0_g1_i1|m.48092,XP_012167590.1,0.0
TRINITY_DN10667_c0_g1_i1|m.48132,XP_012166525.1,0.0
TRINITY_DN10668_c0_g1_i1|m.47908,XP_003393640.1,0.0
TRINITY_DN1066_c0_g1_i1|m.10521,XP_012176055.1,3e-51
TRINITY_DN1066_c0_g2_i1|m.10522,XP_012176054.1,9e-64
TRINITY_DN10670_c0_g1_i1|m.48002,XP_012175673.1,0.0
TRINITY_DN10673_c1_g1_i1|m.48097,XP_003400536.1,0.0
TRINITY_DN10673_c1_g1_i1|m.48097,XP_003400536.1,5e-31
TRINITY_DN10673_c1_g1_i1|m.48097,XP_003400536.1,2e-27
TRINITY_DN10674_c0_g1_i1|m.47980,XP_012167072.1,0.0
TRINITY_DN10675_c0_g1_i1|m.47917,XP_012165170.1,0.0
TRINITY_DN10678_c0_g1_i1|m.47929,XP_012169942.1,1e-106
TRINITY_DN10679_c0_g1_i1|m.47887,XP_012165529.1,0.0
TRINITY_DN10680_c1_g1_i1|m.47893,XP_012172065.1,6e-166
TRINITY_DN10682_c0_g1_i1|m.48089,XP_012172000.1,1e-137
TRINITY_DN10683_c0_g1_i1|m.47898,XP_012175141.1,6e-72
TRINITY_DN10685_c0_g1_i1|m.47931,XP_012172532.1,0.0
TRINITY_DN10686_c0_g1_i1|m.47940,XP_012171812.1,0.0
TRINITY_DN10686_c0_g1_i1|m.47940,XP_012171812.1,1e-26
TRINITY_DN10687_c0_g1_i1|m.48042,XP_012173637.1,1e-130
TRINITY_DN10688_c0_g2_i1|m.47884,XP_012171679.1,0.0
TRINITY_DN10689_c0_g1_i1|m.48009,XP_003397687.1,1e-57
TRINITY_DN10689_c0_g1_i1|m.48006,XP_003397687.1,6e-150
TRINITY_DN10689_c0_g1_i1|m.48007,XP_003397687.1,2e-100
TRINITY_DN10690_c0_g1_i1|m.47951,XP_003401236.1,0.0
TRINITY_DN10693_c0_g1_i1|m.47882,XP_003402307.1,3e-153
TRINITY_DN10693_c0_g2_i1|m.47883,XP_003402307.1,0.0
TRINITY_DN10694_c0_g1_i1|m.47973,XP_003402630.1,0.0
TRINITY_DN10695_c0_g1_i1|m.48044,XP_012164906.1,3e-22
TRINITY_DN10696_c1_g1_i1|m.47937,XP_012175822.1,4e-74
TRINITY_DN10697_c0_g1_i1|m.47960,XP_012172440.1,0.0
TRINITY_DN10698_c0_g1_i1|m.47964,XP_003399079.1,0.0
TRINITY_DN1069_c0_g1_i1|m.10488,XP_003401080.2,4e-113
TRINITY_DN1069_c0_g3_i1|m.10490,XP_003401080.2,4e-107
TRINITY_DN10701_c0_g1_i1|m.46165,XP_012168945.1,0.0
TRINITY_DN10702_c0_g1_i1|m.46232,XP_003398397.1,1e-152
TRINITY_DN10702_c0_g2_i1|m.46244,XP_003398899.1,0.0
TRINITY_DN10703_c0_g1_i1|m.46210,XP_012170182.1,7e-156
TRINITY_DN10704_c1_g2_i1|m.46429,XP_003400758.1,5e-107
TRINITY_DN10705_c0_g1_i1|m.46225,XP_003395481.2,0.0
TRINITY_DN10705_c0_g1_i1|m.46226,XP_003395497.1,0.0
TRINITY_DN10708_c0_g1_i1|m.46265,XP_012172373.1,9e-88
TRINITY_DN10708_c0_g1_i1|m.46266,XP_003401342.1,5e-80
TRINITY_DN10708_c0_g2_i1|m.46267,XP_003401342.1,8e-84
TRINITY_DN10709_c0_g1_i1|m.46359,XP_003401691.1,7e-30
TRINITY_DN10710_c0_g1_i1|m.46155,XP_012168424.1,5e-35
TRINITY_DN10711_c0_g1_i1|m.46152,XP_012174219.1,6e-107
TRINITY_DN10712_c0_g1_i1|m.46151,XP_003397878.1,9e-153
TRINITY_DN10713_c0_g1_i1|m.46325,XP_012172446.1,0.0
TRINITY_DN10714_c0_g1_i1|m.46308,XP_012169989.1,0.0
TRINITY_DN10715_c0_g1_i1|m.46173,XP_003397401.1,0.0
TRINITY_DN10717_c0_g2_i1|m.46160,XP_003396665.1,4e-45
TRINITY_DN10718_c0_g1_i1|m.46288,XP_012176290.1,4e-17
TRINITY_DN10719_c0_g1_i1|m.46139,XP_012168353.1,2e-123
TRINITY_DN10719_c0_g1_i1|m.46138,XP_003398146.1,0.0
TRINITY_DN10720_c0_g1_i1|m.46132,XP_003400544.1,2e-98
TRINITY_DN10720_c0_g2_i1|m.46134,XP_003400544.1,2e-98
TRINITY_DN10721_c0_g1_i1|m.46248,XP_012169595.1,0.0
TRINITY_DN10722_c0_g1_i1|m.46093,XP_003401744.1,4e-90
TRINITY_DN10722_c0_g1_i1|m.46094,XP_012173114.1,3e-71
TRINITY_DN10723_c0_g1_i1|m.46157,XP_003402277.1,1e-05
TRINITY_DN10724_c0_g1_i1|m.46327,XP_012163710.1,1e-62
TRINITY_DN10724_c0_g2_i1|m.46328,XP_012163710.1,2e-63
TRINITY_DN10725_c0_g1_i1|m.46246,XP_012175466.1,5e-43
TRINITY_DN10726_c0_g2_i1|m.46147,XP_012167791.1,0.0
TRINITY_DN10726_c1_g1_i1|m.46149,XP_012176080.1,0.0
TRINITY_DN10727_c0_g1_i1|m.46118,XP_012166059.1,0.0
TRINITY_DN10728_c1_g1_i1|m.46432,XP_012166463.1,5e-132
TRINITY_DN10729_c0_g2_i1|m.46292,XP_012167782.1,0.0
TRINITY_DN10730_c0_g1_i1|m.46409,XP_012169454.1,0.0
TRINITY_DN10733_c0_g1_i1|m.46124,XP_003396473.1,5e-74
TRINITY_DN10734_c0_g1_i1|m.46127,XP_012168373.1,0.0
TRINITY_DN10735_c0_g2_i1|m.46175,XP_012172316.1,2e-131
TRINITY_DN10736_c0_g1_i1|m.46341,XP_012171783.1,2e-55
TRINITY_DN10736_c0_g1_i1|m.46340,XP_012171783.1,3e-66
TRINITY_DN10736_c0_g1_i1|m.46340,XP_012171783.1,7e-15
TRINITY_DN10736_c0_g1_i1|m.46340,XP_012171783.1,1e-07
TRINITY_DN10736_c0_g1_i1|m.46339,XP_012171783.1,3e-87
TRINITY_DN10738_c0_g1_i1|m.46358,XP_012168452.1,2e-67
TRINITY_DN10739_c0_g1_i1|m.46117,XP_003401781.1,0.0
TRINITY_DN10740_c0_g1_i1|m.46321,XP_012166378.1,9e-30
TRINITY_DN10740_c3_g1_i1|m.46324,XP_003397638.1,3e-23
TRINITY_DN10741_c0_g1_i1|m.46316,XP_012172945.1,0.0
TRINITY_DN10743_c0_g1_i1|m.46269,XP_003399572.1,1e-112
TRINITY_DN10745_c0_g1_i1|m.46184,XP_012170854.1,3e-158
TRINITY_DN10745_c0_g1_i1|m.46183,XP_012170850.1,0.0
TRINITY_DN10745_c0_g2_i1|m.46186,XP_012170850.1,0.0
TRINITY_DN10745_c0_g2_i1|m.46187,XP_012170854.1,3e-158
TRINITY_DN10745_c1_g2_i1|m.46189,XP_003400362.1,0.0
TRINITY_DN10746_c0_g1_i1|m.46177,XP_003396251.1,3e-118
TRINITY_DN10747_c0_g1_i1|m.46355,XP_012165213.1,3e-94
TRINITY_DN10748_c0_g1_i1|m.46433,XP_003398315.1,1e-46
TRINITY_DN10753_c0_g1_i1|m.46318,XP_012163299.1,0.0
TRINITY_DN10754_c0_g1_i1|m.46345,XP_012164327.1,6e-104
TRINITY_DN10757_c0_g1_i1|m.46159,XP_012164026.1,3e-126
TRINITY_DN10758_c0_g1_i1|m.46337,XP_012163579.1,3e-66
